id,compartment,metabolite_dcid,metabolic_compartment_dcid
argalathr_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Alanyl-Threonine,bio/argalathr_c
argarg_c,dcs:CellularCompartmentCytosol,bio/HMDB0028703,bio/argarg_c
argarglys_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Arginyl-Lysine,bio/argarglys_c
argargmet_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Arginyl-Metheonine,bio/argargmet_c
argcysgly_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Cystinyl-Glycine,bio/argcysgly_c
argcysser_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Cystinyl-Serine,bio/argcysser_c
arggluglu_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Glutamyl-Glutamate,bio/arggluglu_c
argglupro_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Glutamyl-Proline,bio/argglupro_c
argglygly_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Glycyl-Glycine,bio/argglygly_c
arghisthr_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Histidyl-Threonine,bio/arghisthr_c
argleuphe_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Leucyl-Phenylalanine,bio/argleuphe_c
arglysasp_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Lysyl-Aspartate,bio/arglysasp_c
argphearg_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Phenylalanine-Arginine,bio/argphearg_c
argpromet_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Prolyl-Methionine,bio/argpromet_c
argprothr_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Prolyl-Threonine,bio/argprothr_c
argserser_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Seryl-Serine,bio/argserser_c
argtyrval_c,dcs:CellularCompartmentCytosol,bio/Argtyrval,bio/argtyrval_c
argvalcys_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Valyl-Cysteine,bio/argvalcys_c
argvaltrp_c,dcs:CellularCompartmentCytosol,bio/Arginyl-Valyl-Tryptophan,bio/argvaltrp_c
asnasnarg_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Asparaginyl-Arginine,bio/asnasnarg_c
asncyscys_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Cysteinyl-Cysteine,bio/asncyscys_c
asnmetpro_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Methionyl-Proline,bio/asnmetpro_c
asnpheasp_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Phenylalanyl-Aspartate,bio/asnpheasp_c
asnphecys_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Phenylalanyl-Cysteine,bio/asnphecys_c
asntyrgly_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Tyrosyl-Glycine,bio/asntyrgly_c
asntyrphe_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Tyrosyl-Phenylalanine,bio/asntyrphe_c
asntyrthr_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Tyrosyl-Threonine,bio/asntyrthr_c
aspalaarg_c,dcs:CellularCompartmentCytosol,bio/Asparaginyl-Alanyl-Arginine,bio/aspalaarg_c
aspasnglu_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Asparaginyl-Glutamate,bio/aspasnglu_c
aspglu_c,dcs:CellularCompartmentCytosol,bio/HMDB0028752,bio/aspglu_c
aspglupro_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Glutamyl-Proline,bio/aspglupro_c
aspglutrp_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Glutamyl-Tryptophan,bio/aspglutrp_c
asphiscys_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Histidyl-Cysteine,bio/asphiscys_c
asphispro_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Histidyl-Proline,bio/asphispro_c
asplysglu_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Lysyl-Glutamate,bio/asplysglu_c
asplyshis_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Lysyl-Histidine,bio/asplyshis_c
aspmetasp_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Methionyl-Aspartate,bio/aspmetasp_c
aspprolys_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Prolyl-Lysine,bio/aspprolys_c
aspvalasn_c,dcs:CellularCompartmentCytosol,bio/Aspartyl-Valyl-Asparagine,bio/aspvalasn_c
cysasnmet_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Asparaginyl-Methionine,bio/cysasnmet_c
cysaspphe_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Aspartyl-Phenylalanine,bio/cysaspphe_c
cyscys_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Cysteine,bio/cyscys_c
cysglnmet_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Glutaminyl-Methionine,bio/cysglnmet_c
cysgluhis_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Glutamyl-Histidine,bio/cysgluhis_c
cysglutrp_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Glutamyl-Tryptophan,bio/cysglutrp_c
cysleuthr_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Leucyl-Threonine,bio/cysleuthr_c
cyssermet_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Seryl-Methionine,bio/cyssermet_c
cystyrasn_c,dcs:CellularCompartmentCytosol,bio/Cystyl-Tyrosyl-Asparagine,bio/cystyrasn_c
glnasngln_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Asparaginyl-Glutamine,bio/glnasngln_c
glnhishis_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Histidyl-Histidine,bio/glnhishis_c
glnhislys_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Histidyl-Lysine,bio/glnhislys_c
glnlyslys_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Lysyl-Lysine,bio/glnlyslys_c
glnlystrp_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Lysyl-Tryptophan,bio/glnlystrp_c
glnproglu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Prolyl-Glutamate,bio/glnproglu_c
glntrpglu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Tryptophanyl-Glutamate,bio/glntrpglu_c
glntyrleu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Tyrosyl-Leucine,bio/glntyrleu_c
gluargleu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Arginyl-Leucine,bio/gluargleu_c
gluasnleu_c,dcs:CellularCompartmentCytosol,bio/Glutaminyl-Asparaginyl-Leucine,bio/gluasnleu_c
gluglu_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Glutamate,bio/gluglu_c
gluilelys_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Isoleucyl-Lysine,bio/gluilelys_c
gluleu_c,dcs:CellularCompartmentCytosol,bio/HMDB0028823,bio/gluleu_c
glumet_c,dcs:CellularCompartmentCytosol,bio/HMDB0028825,bio/glumet_c
glumethis_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Methioninyl-Histidine,bio/glumethis_c
gluthr_c,dcs:CellularCompartmentCytosol,bio/HMDB0028829,bio/gluthr_c
gluthrlys_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Threonyl-Lysine,bio/gluthrlys_c
glutrpala_c,dcs:CellularCompartmentCytosol,bio/Glutamyl-Tryptophanyl-Alanine,bio/glutrpala_c
glyhisasn_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Histidyl-Asparagine,bio/glyhisasn_c
glyhislys_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Histidyl-Lysine,bio/glyhislys_c
glylyscys_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Lysyl-Cysteine,bio/glylyscys_c
glylysphe_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Lysyl-Phenylalanine,bio/glylysphe_c
glytyrlys_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Tyrosyl-Lysine,bio/glytyrlys_c
glyvalhis_c,dcs:CellularCompartmentCytosol,bio/Glycyl-Valyl-Histidine,bio/glyvalhis_c
hisargcys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Arginyl-Cysteine,bio/hisargcys_c
hisargser_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Arginyl-Serine,bio/hisargser_c
hisasp_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Aspartate,bio/hisasp_c
hiscyscys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Cystyl-Cysteine,bio/hiscyscys_c
hisglnala_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Glutaminyl-Alanine,bio/hisglnala_c
hisglu_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Glutamate,bio/hisglu_c
hisglugln_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Glutamyl-Glutamine,bio/hisglugln_c
hisglylys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Lysine,bio/hisglylys_c
hishislys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Histidyl-Lysine,bio/hishislys_c
hislysala_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Alanine,bio/hislysala_c
hislysglu_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Glutamate,bio/hislysglu_c
hislysile_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Isoleucine,bio/hislysile_c
hislysthr_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Threonine,bio/hislysthr_c
hislysval_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Lysyl-Valine,bio/hislysval_c
hismet_c,dcs:CellularCompartmentCytosol,bio/HMDB0028891,bio/hismet_c
hismetgln_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Methionyl-Glutamine,bio/hismetgln_c
hisphearg_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Phenylalanyl-Arginine,bio/hisphearg_c
hisprolys_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Prolyl-Lysine,bio/hisprolys_c
histrphis_c,dcs:CellularCompartmentCytosol,bio/Histidyl-Tryptophanyl-Histidine,bio/histrphis_c
ileargile_c,dcs:CellularCompartmentCytosol,bio/Isoleucyl-Arginyl-Isoleucine,bio/ileargile_c
ileasnhis_c,dcs:CellularCompartmentCytosol,bio/Isoleucyl-Asparaginyl-Histidine,bio/ileasnhis_c
ileasp_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Aspartate,bio/ileasp_c
ileglnglu_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Glutaminyl-Glutamate,bio/ileglnglu_c
ileglyarg_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Glycyl-Arginine,bio/ileglyarg_c
ileprolys_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Prolyl-Lysine,bio/ileprolys_c
ileserarg_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Seryl-Arginine,bio/ileserarg_c
iletrptyr_c,dcs:CellularCompartmentCytosol,bio/Isolecyl-Tryptophanyl-Tyrosine,bio/iletrptyr_c
leualaarg_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Alanyl-Arginine,bio/leualaarg_c
leuasnasp_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Asparaginyl-Aspartate,bio/leuasnasp_c
leuasplys_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Aspartyl-Lysine,bio/leuasplys_c
leuleutrp_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Leucyl-Tryptophan,bio/leuleutrp_c
leupro_c,dcs:CellularCompartmentCytosol,bio/HMDB0011175,bio/leupro_c
leuproarg_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Prolyl-Arginine,bio/leuproarg_c
leusertrp_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Seryl-Tryptophan,bio/leusertrp_c
leutrp_c,dcs:CellularCompartmentCytosol,bio/HMDB0028940,bio/leutrp_c
leutrparg_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Tryptophanyl-Arginine,bio/leutrparg_c
leutyrtyr_c,dcs:CellularCompartmentCytosol,bio/Leucyl-Tyrosyl-Tyrosine,bio/leutyrtyr_c
leuval_c,dcs:CellularCompartmentCytosol,bio/HMDB0028942,bio/leuval_c
lysargleu_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Arginyl-Leucine,bio/lysargleu_c
lyscyshis_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Cysteinyl-Histidine,bio/lyscyshis_c
lysglnphe_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Glutaminyl-Phenylalanine,bio/lysglnphe_c
lysgluglu_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Glutamyl-Glutamate,bio/lysgluglu_c
lyslyslys_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Lysyl-Lysine,bio/lyslyslys_c
lyspheile_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Phenylalanyl-Isoleucine,bio/lyspheile_c
lystrparg_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Tryptophanyl-Arginine,bio/lystrparg_c
lystyrile_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Tyrosyl-Isoleucine,bio/lystyrile_c
lysvalphe_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Valyl-Phenylalanine,bio/lysvalphe_c
lysvaltrp_c,dcs:CellularCompartmentCytosol,bio/Lysyl-Valyl-Tryptophan,bio/lysvaltrp_c
metargleu_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Arginyl-Leucine,bio/metargleu_c
metasntyr_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Asparaginyl-Tyrosine,bio/metasntyr_c
metglntyr_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Glutaminyl-Tyrosine,bio/metglntyr_c
metglyarg_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Glycyl-Arginine,bio/metglyarg_c
methislys_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Histidyl-Lysine,bio/methislys_c
metmetile_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Methionyl-Isoleucine,bio/metmetile_c
metphearg_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Phenylalanyl-Arginine,bio/metphearg_c
mettrpphe_c,dcs:CellularCompartmentCytosol,bio/Methionyl-Tryptophanyl-Phenylalanine,bio/mettrpphe_c
pheasnmet_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Asparaginyl-Methionine,bio/pheasnmet_c
pheasp_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Aspartate,bio/pheasp_c
pheglnphe_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Glutaminyl-Phenylalanine,bio/pheglnphe_c
pheleu_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Leucine,bio/pheleu_c
pheleuasp_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Leucyl-Aspartate,bio/pheleuasp_c
pheleuhis_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Leucyl-Histidine,bio/pheleuhis_c
phelysala_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Lysyl-Alanine,bio/phelysala_c
phelyspro_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Lysyl-Proline,bio/phelyspro_c
phephe_c,dcs:CellularCompartmentCytosol,bio/HMDB0013302,bio/phephe_c
phepheasn_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Phenylalaninyl-Asparagine,bio/phepheasn_c
phephethr_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Phenylalaninyl-Threonine,bio/phephethr_c
pheproarg_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Prolyl-Arginine,bio/pheproarg_c
phesertrp_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Seryl-Tryptophan,bio/phesertrp_c
phethrlys_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Threonyl-Lysine,bio/phethrlys_c
phetrpleu_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Tryptophanyl-Leucine,bio/phetrpleu_c
phetyr_c,dcs:CellularCompartmentCytosol,bio/HMDB0029007,bio/phetyr_c
phetyrgln_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Tyrosinyl-Glutamine,bio/phetyrgln_c
phetyrlys_c,dcs:CellularCompartmentCytosol,bio/Phenylalanyl-Tyrosinyl-Lysine,bio/phetyrlys_c
proargasp_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Arginyl-Aspartate,bio/proargasp_c
proargcys_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Arginyl-Cysteine,bio/proargcys_c
proasncys_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Asparaginyl-Cysteine,bio/proasncys_c
procys_c,dcs:CellularCompartmentCytosol,bio/HMDB0029014,bio/procys_c
proglnpro_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Glutaminyl-Proline,bio/proglnpro_c
proglulys_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Glutamatsyl-Lysine,bio/proglulys_c
prohis_c,dcs:CellularCompartmentCytosol,bio/HMDB0029019,bio/prohis_c
prohistyr_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Histidyl-Tyrosine,bio/prohistyr_c
proleuarg_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Leucyl-Arginine,bio/proleuarg_c
prolyspro_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Lysyl-Proline,bio/prolyspro_c
prophe_c,dcs:CellularCompartmentCytosol,bio/HMDB0011179,bio/prophe_c
proproarg_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Prolyl-Arginine,bio/proproarg_c
propropro_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Prolyl-Proline,bio/propropro_c
protrplys_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Tryptophanyl-Lysine,bio/protrplys_c
protrpthr_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Tryptophanyl-Threonine,bio/protrpthr_c
provalgln_c,dcs:CellularCompartmentCytosol,bio/Prolyl-Valyl-Glutamine,bio/provalgln_c
serargala_c,dcs:CellularCompartmentCytosol,bio/Seryl-Arginyl-Alanine,bio/serargala_c
serargtrp_c,dcs:CellularCompartmentCytosol,bio/Seryl-Arginyl-Tryptophan,bio/serargtrp_c
sercysarg_c,dcs:CellularCompartmentCytosol,bio/Seryl-Cysteinyl-Arginine,bio/sercysarg_c
serglyglu_c,dcs:CellularCompartmentCytosol,bio/Seryl-Glycyl-Glutamate,bio/serglyglu_c
serlyshis_c,dcs:CellularCompartmentCytosol,bio/Seryl-Lysyl-Histidine,bio/serlyshis_c
serphelys_c,dcs:CellularCompartmentCytosol,bio/Seryl-Phenylalanyl-Lysine,bio/serphelys_c
sertrphis_c,dcs:CellularCompartmentCytosol,bio/Seryl-Tryptophanyl-Histidine,bio/sertrphis_c
thrargtyr_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Arginyl-Tyrosine,bio/thrargtyr_c
thrasntyr_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Asparaginyl-Tyrosine,bio/thrasntyr_c
thrglnglu_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Glutaminyl-Glutamate,bio/thrglnglu_c
thrglntyr_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Glutaminyl-Tyrosine,bio/thrglntyr_c
thrhishis_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Histidinyl-Histidine,bio/thrhishis_c
thrilearg_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Isoleucyl-Arginine,bio/thrilearg_c
thrmetarg_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Methionyl-Arginine,bio/thrmetarg_c
thrphearg_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Phenylalanyl-Arginine,bio/thrphearg_c
thrserarg_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Seryl-Arginine,bio/thrserarg_c
thrthrarg_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Threonyl-Arginine,bio/thrthrarg_c
thrtyrmet_c,dcs:CellularCompartmentCytosol,bio/Threonyl-Tyrosyl-Methionine,bio/thrtyrmet_c
trpalapro_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Alanyl-Proline,bio/trpalapro_c
trpargala_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Arginyl-Alanine,bio/trpargala_c
trpaspasp_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Aspartyl-Aspartate,bio/trpaspasp_c
trpglngln_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Glutaminyl-Glutamine,bio/trpglngln_c
trpglugly_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Glutamyl-Glycine,bio/trpglugly_c
trpgluleu_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Glutamyl-Leucine,bio/trpgluleu_c
trpglupro_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Glutamyl-Proline,bio/trpglupro_c
trpglutyr_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Glutamyl-Tyrosine,bio/trpglutyr_c
trpglyleu_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Glycyl-Leucine,bio/trpglyleu_c
trpglyphe_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Glycyl-Phenylalanine,bio/trpglyphe_c
trpglyval_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Glycyl-Valine,bio/trpglyval_c
trphismet_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Histidyl-Methionine,bio/trphismet_c
trpilelys_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Isoleucyl-Lysine,bio/trpilelys_c
trpiletrp_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Isoleucyl-Tryptophan,bio/trpiletrp_c
trpleuval_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Leucyl-Valine,bio/trpleuval_c
trplys_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Lysine,bio/trplys_c
trpmetarg_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Methionyl-Arginine,bio/trpmetarg_c
trpmetval_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Methionyl-Valine,bio/trpmetval_c
trpphe_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Phenylalanine,bio/trpphe_c
trpprogly_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Prolyl-Glycine,bio/trpprogly_c
trpproleu_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Prolyl-Leucine,bio/trpproleu_c
trpproval_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Prolyl-Valine,bio/trpproval_c
trpsertyr_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Seryl-Tyrosine,bio/trpsertyr_c
trpthrglu_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Threonyl-Glutamate,bio/trpthrglu_c
trpthrile_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Threonyl-Isoleucine,bio/trpthrile_c
trpthrtyr_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Threonyl-Tyrosine,bio/trpthrtyr_c
trptyrgln_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Tyrosyl-Glutamine,bio/trptyrgln_c
trptyrtyr_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Tyrosyl-Tyrosine,bio/trptyrtyr_c
trpvalasp_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Valyl-Aspartate,bio/trpvalasp_c
tyrala_c,dcs:CellularCompartmentCytosol,bio/HMDB0029098,bio/tyrala_c
tyralaphe_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Alaninyl-Phenylalanine,bio/tyralaphe_c
tyrargglu_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Arginyl-Glutamate,bio/tyrargglu_c
tyrargser_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Arginyl-Serine,bio/tyrargser_c
tyrasparg_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Aspartyl-Arginine,bio/tyrasparg_c
tyrcysgly_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Cysteinyl-Glycine,bio/tyrcysgly_c
tyrcysthr_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Cysteinyl-Threonine,bio/tyrcysthr_c
tyrglu_c,dcs:CellularCompartmentCytosol,bio/HMDB0029104,bio/tyrglu_c
tyrleuarg_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Leucyl-Arginine,bio/tyrleuarg_c
tyrphetyr_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Phenylalanyl-Tyrosine,bio/tyrphetyr_c
tyrthr_c,dcs:CellularCompartmentCytosol,bio/HMDB0029115,bio/tyrthr_c
tyrtrpphe_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Tryptophanyl-Phenylalanine,bio/tyrtrpphe_c
tyrtyr_c,dcs:CellularCompartmentCytosol,bio/HMDB0029117,bio/tyrtyr_c
tyrvalmet_c,dcs:CellularCompartmentCytosol,bio/Tyrosyl-Valyl-Methionine,bio/tyrvalmet_c
valarggly_c,dcs:CellularCompartmentCytosol,bio/Valyl-Arginyl-Glycine,bio/valarggly_c
valhisasn_c,dcs:CellularCompartmentCytosol,bio/Valyl-Histidyl-Asparagine,bio/valhisasn_c
valleuphe_c,dcs:CellularCompartmentCytosol,bio/Valyl-Leucyl-Phenylalanine,bio/valleuphe_c
vallystyr_c,dcs:CellularCompartmentCytosol,bio/Valyl-Lysyl-Tyrosine,bio/vallystyr_c
valphearg_c,dcs:CellularCompartmentCytosol,bio/Valyl-Phenylalanyl-Arginine,bio/valphearg_c
valprotrp_c,dcs:CellularCompartmentCytosol,bio/Valyl-Prolyl-Tryptophan,bio/valprotrp_c
valserarg_c,dcs:CellularCompartmentCytosol,bio/Valyl-Seryl-Arginine,bio/valserarg_c
valtrpphe_c,dcs:CellularCompartmentCytosol,bio/Valyl-Tryptophanyl-Phenylalanine,bio/valtrpphe_c
valtrpval_c,dcs:CellularCompartmentCytosol,bio/Valyl-Tryptophanyl-Valine,bio/valtrpval_c
valval_c,dcs:CellularCompartmentCytosol,bio/HMDB0029140,bio/valval_c
trpglyasp_c,dcs:CellularCompartmentCytosol,bio/Tryptophanyl-Glycyl-Aspartate,bio/trpglyasp_c
glyleu_c,dcs:CellularCompartmentCytosol,bio/CHEMBL56119,bio/glyleu_c
xolest183_hs_c,dcs:CellularCompartmentCytosol,bio/1-Gamma-Linolenoyl-Cholesterol_ Cholesterol-Ester (183_ Delta 6_ 9_ 12),bio/xolest183_hs_c
xolest182_hs_c,dcs:CellularCompartmentCytosol,bio/1-Linoleoyl-Cholesterol_ Cholesterol-Ester (182_ Delta 9_ 12),bio/xolest182_hs_c
xolest181_hs_c,dcs:CellularCompartmentCytosol,bio/1-Vaccenoyl-Cholesterol_ Cholesterol-Ester (181_ Delta 11),bio/xolest181_hs_c
xolest205_hs_c,dcs:CellularCompartmentCytosol,bio/1-Timnodnoyl-Cholesterol_ Cholesterol-Ester (205_ Delta 5_8_11_14_17),bio/xolest205_hs_c
xolest204_hs_c,dcs:CellularCompartmentCytosol,bio/Cholesteryl Arachidonate_ Cholesterol-Ester (204_ Delta 5_8_11_14),bio/xolest204_hs_c
