reactionID,hm_38_gene,hm_19_gene
bio/RE2404R,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/RE2405R,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/RE2622R,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/CDCA3GSc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/CDCA3GSr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/DCA24GSc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/DCA24GSr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/DCA3GSc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/DCA3GSr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/HCA24GSc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/HCA24GSr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/HCA6GSc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/HCA6GSr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/HDCA6GSc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/HDCA6GSr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/LCA24GSc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/LCA24GSr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/LCA3GSc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/LCA3GSr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/1HIBUP_SGLUhep,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/1HMDGLUChr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/2HIBUP_SGLUhep,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/3HIBUP_SGLUhep,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/4HMDZGLUChr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/ATVACYLGLUChc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/ATVLACGLCURhc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/CARIBUP_SGLUhep,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/IBUPGT_HEP,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/LSTNM7hr,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/PTVSTGLUChc,bio/hg38_UGT2B7,bio/hg19_UGT2B7
bio/HMR_6798,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6799,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6800,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6801,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6828,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6830,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6836,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6837,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6842,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6843,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_2461,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_2462,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_2463,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_2464,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_2467,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_2468,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_2469,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_2470,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_4766,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_7648,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6666,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6667,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6668,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6669,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6679,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6680,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6685,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6686,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6704,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6705,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6490,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6495,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_7039,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_7065,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_7066,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_9573,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_9574,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/CA24GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/CA24GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/CDCA24GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/CDCA24GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/CDCA3GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/CDCA3GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/DCA24GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/DCA24GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/DCA3GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/DCA3GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HCA24GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HCA24GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HDCA24GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HDCA24GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HDCA6GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HDCA6GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/LCA24GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/LCA24GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/LCA3GSc,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/LCA3GSr,bio/hg38_UGT2A1,bio/hg19_UGT2A1
bio/HMR_6798,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6799,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6800,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6801,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6828,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6830,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6836,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6837,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6842,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6843,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_2461,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_2462,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_2463,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_2464,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_2467,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_2468,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_2469,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_2470,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_4766,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_7648,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6666,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6667,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6668,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6669,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6679,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6680,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6685,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6686,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6704,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6705,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6490,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6495,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_7039,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_7065,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_7066,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_9573,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_9574,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/RE0924R,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/RE0925R,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/RE0927R,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/RE0928R,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/RE2404R,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/RE2405R,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/RE2622R,bio/hg38_UGT2B15,bio/hg19_UGT2B15
bio/HMR_6798,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6799,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6800,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6801,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6828,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6830,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6836,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6837,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6842,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6843,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_2461,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_2462,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_2463,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_2464,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_2467,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_2468,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_2469,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_2470,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_4766,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_7648,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_7959,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_7965,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6666,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6667,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6668,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6669,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6679,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6680,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6685,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6686,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6704,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6705,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6490,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6495,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_7039,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_7065,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_7066,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_9573,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_9574,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/RE0924R,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/RE0925R,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/RE0927R,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/RE0928R,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/RE2404R,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/RE2405R,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/RE2622R,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/LSTNM7hr,bio/hg38_UGT2B17,bio/hg19_UGT2B17
bio/HMR_6798,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6799,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6800,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6801,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6828,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6830,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6836,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6837,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6842,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6843,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_2461,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_2462,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_2463,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_2464,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_2467,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_2468,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_2469,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_2470,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_4766,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_7648,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6666,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6667,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6668,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6669,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6679,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6680,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6685,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6686,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6704,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6705,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6490,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6495,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_7039,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_7065,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_7066,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_9573,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_9574,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/RE0924R,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/RE0925R,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/RE0927R,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/RE0928R,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/RE2404R,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/RE2405R,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/RE2622R,bio/hg38_UGT2B11,bio/hg19_UGT2B11
bio/HMR_6798,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6799,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6800,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6801,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6828,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6830,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6836,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6837,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6842,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6843,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_2461,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_2462,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_2463,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_2464,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_2467,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_2468,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_2469,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_2470,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_4766,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_7648,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6666,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6667,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6668,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6669,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6679,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6680,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6685,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6686,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6704,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6705,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6490,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6495,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_7039,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_7065,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_7066,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_9573,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_9574,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/RE0924R,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/RE0925R,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/RE0927R,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/RE0928R,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/RE2404R,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/RE2405R,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/RE2622R,bio/hg38_UGT1A5,bio/hg19_UGT1A5
bio/HMR_6798,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6799,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6800,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6801,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6828,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6830,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6836,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6837,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6842,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6843,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_2461,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_2462,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_2463,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_2464,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_2467,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_2468,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_2469,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_2470,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_4766,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_7648,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_0026,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6666,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6667,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6668,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6669,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6679,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6680,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6685,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6686,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6704,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6705,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6490,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6495,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_7039,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_7065,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_7066,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_9573,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_9574,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/RE0924R,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/RE0925R,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/RE0927R,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/RE0928R,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/RE2404R,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/RE2405R,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/RE2622R,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/1HIBUP_SGLUhep,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/2HIBUP_SGLUhep,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/3HIBUP_SGLUhep,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/ACMPGLUChr,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/ATVETHGLUChc,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/CARIBUP_SGLUhep,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/GLC3MEACPhr,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/IBUPGT_HEP,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/LSTNM7hr,bio/hg38_UGT1A9,bio/hg19_UGT1A9
bio/HMR_6798,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6799,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6800,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6801,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6828,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6830,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6836,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6837,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6842,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6843,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_2461,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_2462,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_2463,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_2464,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_2467,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_2468,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_2469,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_2470,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_4766,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7648,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7959,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7962,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7965,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7980,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7984,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7987,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6666,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6667,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6668,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6669,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6679,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6680,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6685,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6686,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6704,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6705,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_8713,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_8717,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6490,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_6495,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7039,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7065,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_7066,bio/hg38_UGT1A1,bio/hg19_UGT1A1
bio/HMR_9573,bio/hg38_UGT1A1,bio/hg19_UGT1A1
