reactionID,hm_38_gene,hm_19_gene
bio/HMR_3905,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_8502,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_8507,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_8508,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_8530,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_6756,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_1129,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_1130,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_1131,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_1288,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_1684,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_6631,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_6633,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_4561,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_7038,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_4202,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/RE1711M,bio/hg38_ADHFE1,bio/hg19_ADHFE1
bio/HMR_3905,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_8502,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_8507,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_8508,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_8530,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_6756,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_1129,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_1130,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_1131,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_1288,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_0453,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_0458,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_1684,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_6631,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_6633,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_4561,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_7038,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_4202,bio/hg38_ADH6,bio/hg19_ADH6
bio/HMR_3905,bio/hg38_ZADH2,bio/hg19_ZADH2
bio/HMR_4360,bio/hg38_ZADH2,bio/hg19_ZADH2
bio/HMR_8507,bio/hg38_ZADH2,bio/hg19_ZADH2
bio/HMR_8508,bio/hg38_ZADH2,bio/hg19_ZADH2
bio/HMR_4202,bio/hg38_ZADH2,bio/hg19_ZADH2
bio/HMR_3905,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_8502,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_8507,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_8508,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_8530,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_6756,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_1129,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_1130,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_1131,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_1288,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_0453,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_0458,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_1684,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_6631,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_6633,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_4561,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_7038,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_4202,bio/hg38_ADH1A,bio/hg19_ADH1A
bio/HMR_3905,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_8502,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_8507,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_8508,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_8530,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_6756,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_1129,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_1130,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_1131,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_1288,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_0453,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_0458,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_1684,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_6631,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_6633,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_4561,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_7038,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_4202,bio/hg38_ADH7,bio/hg19_ADH7
bio/HMR_3905,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_8502,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_8507,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_8508,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_8530,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_6756,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_1129,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_1130,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_1131,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_1288,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_0453,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_0458,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_1684,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_6631,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_6633,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_4561,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_7038,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_4202,bio/hg38_ADH1B,bio/hg19_ADH1B
bio/HMR_3905,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_8502,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_8507,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_8508,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_9804,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_8530,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_6925,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_6756,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_3933,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_1098,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_1129,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_1130,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_1131,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_1288,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_0453,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_0458,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_1684,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_1813,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_6631,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_6633,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_6670,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_4561,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_7038,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_4202,bio/hg38_ADH5,bio/hg19_ADH5
bio/FAOXOHC16C16DCc,bio/hg38_ADH5,bio/hg19_ADH5
bio/FAOXOHC22C22DCc,bio/hg38_ADH5,bio/hg19_ADH5
bio/FAOXOHMC10DC10c,bio/hg38_ADH5,bio/hg19_ADH5
bio/HMR_3905,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_8502,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_8507,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_8508,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_8530,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_6756,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_1129,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_1130,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_1131,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_1288,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_0453,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_0458,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_1684,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_6631,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_6633,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_4561,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_7038,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_4202,bio/hg38_ADH4,bio/hg19_ADH4
bio/HMR_3905,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_8502,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_8507,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_8508,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_8530,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_6756,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_1129,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_1130,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_1131,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_1288,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_0453,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_0458,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_1684,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_6631,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_6633,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_4561,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_7038,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_4202,bio/hg38_ADH1C,bio/hg19_ADH1C
bio/HMR_3907,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_8341,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_8344,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_6537,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_8497,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_8500,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_8509,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_0453,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_0458,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_7591,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/RE2911C,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/RE2977C,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/34DHPEAR,bio/hg38_AKR1A1,bio/hg19_AKR1A1
bio/HMR_4097,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/HMR_4108,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/HMR_4133,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/HMR_0153,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/HMR_3797,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/HMR_4331,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/HMR_4459,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/HMR_4460,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/HMR_3796,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/ACCOAL,bio/hg38_ACSS2,bio/hg19_ACSS2
bio/HMR_4099,bio/hg38_ACSS3,bio/hg19_ACSS3
bio/HMR_0153,bio/hg38_ACSS3,bio/hg19_ACSS3
bio/HMR_3797,bio/hg38_ACSS3,bio/hg19_ACSS3
bio/HMR_4331,bio/hg38_ACSS3,bio/hg19_ACSS3
bio/HMR_4459,bio/hg38_ACSS3,bio/hg19_ACSS3
bio/HMR_4460,bio/hg38_ACSS3,bio/hg19_ACSS3
bio/HMR_3796,bio/hg38_ACSS3,bio/hg19_ACSS3
bio/HMR_4099,bio/hg38_ACSS1,bio/hg19_ACSS1
bio/HMR_0153,bio/hg38_ACSS1,bio/hg19_ACSS1
bio/HMR_3797,bio/hg38_ACSS1,bio/hg19_ACSS1
bio/HMR_4331,bio/hg38_ACSS1,bio/hg19_ACSS1
bio/HMR_4459,bio/hg38_ACSS1,bio/hg19_ACSS1
bio/HMR_4460,bio/hg38_ACSS1,bio/hg19_ACSS1
bio/HMR_3796,bio/hg38_ACSS1,bio/hg19_ACSS1
bio/HMR_4137,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_6412,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_6412,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_3800,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_6409,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_8433,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_8434,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_8435,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_8436,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_8437,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_4239,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_6523,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_5297,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_6397,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_6404,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_3923,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_4665,bio/hg38_DLD,bio/hg19_DLD
bio/RE0702M,bio/hg38_DLD,bio/hg19_DLD
bio/HMR_4137,bio/hg38_PDHX,bio/hg19_PDHX
bio/HMR_4137,bio/hg38_PDHA1,bio/hg19_PDHA1
bio/HMR_6410,bio/hg38_PDHA1,bio/hg19_PDHA1
bio/HMR_6412,bio/hg38_PDHA1,bio/hg19_PDHA1
bio/HMR_8746,bio/hg38_PDHA1,bio/hg19_PDHA1
bio/HMR_4137,bio/hg38_DLAT,bio/hg19_DLAT
bio/HMR_6412,bio/hg38_DLAT,bio/hg19_DLAT
bio/HMR_6412,bio/hg38_DLAT,bio/hg19_DLAT
bio/HMR_4137,bio/hg38_PDHA2,bio/hg19_PDHA2
bio/HMR_6410,bio/hg38_PDHA2,bio/hg19_PDHA2
bio/HMR_6412,bio/hg38_PDHA2,bio/hg19_PDHA2
bio/HMR_8746,bio/hg38_PDHA2,bio/hg19_PDHA2
bio/HMR_4137,bio/hg38_PDHB,bio/hg19_PDHB
bio/HMR_6410,bio/hg38_PDHB,bio/hg19_PDHB
bio/HMR_6410,bio/hg38_PDHB,bio/hg19_PDHB
bio/HMR_6412,bio/hg38_PDHB,bio/hg19_PDHB
bio/HMR_6412,bio/hg38_PDHB,bio/hg19_PDHB
bio/HMR_8746,bio/hg38_PDHB,bio/hg19_PDHB
bio/HMR_8746,bio/hg38_PDHB,bio/hg19_PDHB
bio/HMR_4281,bio/hg38_LDHB,bio/hg19_LDHB
bio/HMR_4388,bio/hg38_LDHB,bio/hg19_LDHB
bio/HMR_4280,bio/hg38_LDHB,bio/hg19_LDHB
bio/HMR_5351,bio/hg38_LDHB,bio/hg19_LDHB
bio/HMR_6519,bio/hg38_LDHB,bio/hg19_LDHB
bio/HMR_8780,bio/hg38_LDHB,bio/hg19_LDHB
bio/HPYRR2x,bio/hg38_LDHB,bio/hg19_LDHB
bio/HPYRR2x,bio/hg38_LDHB,bio/hg19_LDHB
bio/2H3MVc,bio/hg38_LDHB,bio/hg19_LDHB
bio/2H3MVc,bio/hg38_LDHB,bio/hg19_LDHB
bio/2HIVc,bio/hg38_LDHB,bio/hg19_LDHB
bio/2HIVc,bio/hg38_LDHB,bio/hg19_LDHB
bio/HMR_4281,bio/hg38_LDHA,bio/hg19_LDHA
bio/HMR_4388,bio/hg38_LDHA,bio/hg19_LDHA
bio/HMR_4280,bio/hg38_LDHA,bio/hg19_LDHA
bio/HMR_4287,bio/hg38_LDHA,bio/hg19_LDHA
bio/HPYRR2x,bio/hg38_LDHA,bio/hg19_LDHA
bio/HPYRR2x,bio/hg38_LDHA,bio/hg19_LDHA
bio/2H3MVc,bio/hg38_LDHA,bio/hg19_LDHA
bio/2H3MVc,bio/hg38_LDHA,bio/hg19_LDHA
bio/2HIVc,bio/hg38_LDHA,bio/hg19_LDHA
bio/2HIVc,bio/hg38_LDHA,bio/hg19_LDHA
bio/HMR_4281,bio/hg38_UEVLD,bio/hg19_UEVLD
bio/HMR_4388,bio/hg38_UEVLD,bio/hg19_UEVLD
bio/HMR_4280,bio/hg38_UEVLD,bio/hg19_UEVLD
bio/HMR_5351,bio/hg38_UEVLD,bio/hg19_UEVLD
bio/HMR_6519,bio/hg38_UEVLD,bio/hg19_UEVLD
bio/HMR_8780,bio/hg38_UEVLD,bio/hg19_UEVLD
bio/2H3MVc,bio/hg38_UEVLD,bio/hg19_UEVLD
bio/2HIVc,bio/hg38_UEVLD,bio/hg19_UEVLD
bio/HMR_4281,bio/hg38_LDHC,bio/hg19_LDHC
bio/HMR_4388,bio/hg38_LDHC,bio/hg19_LDHC
bio/HMR_4280,bio/hg38_LDHC,bio/hg19_LDHC
bio/HMR_5351,bio/hg38_LDHC,bio/hg19_LDHC
bio/HMR_6519,bio/hg38_LDHC,bio/hg19_LDHC
bio/HMR_8780,bio/hg38_LDHC,bio/hg19_LDHC
bio/HPYRR2x,bio/hg38_LDHC,bio/hg19_LDHC
bio/2H3MVc,bio/hg38_LDHC,bio/hg19_LDHC
bio/2HIVc,bio/hg38_LDHC,bio/hg19_LDHC
bio/HMR_4281,bio/hg38_LDHAL6A,bio/hg19_LDHAL6A
bio/HMR_4388,bio/hg38_LDHAL6A,bio/hg19_LDHAL6A
bio/HMR_4280,bio/hg38_LDHAL6A,bio/hg19_LDHAL6A
bio/HMR_5351,bio/hg38_LDHAL6A,bio/hg19_LDHAL6A
bio/HMR_6519,bio/hg38_LDHAL6A,bio/hg19_LDHAL6A
bio/HMR_8780,bio/hg38_LDHAL6A,bio/hg19_LDHAL6A
bio/HPYRR2x,bio/hg38_LDHAL6A,bio/hg19_LDHAL6A
bio/2H3MVc,bio/hg38_LDHAL6A,bio/hg19_LDHAL6A
bio/2HIVc,bio/hg38_LDHAL6A,bio/hg19_LDHAL6A
bio/HMR_4281,bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
bio/HMR_4388,bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
bio/HMR_4280,bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
bio/HMR_5351,bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
bio/HMR_6519,bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
bio/HMR_8780,bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
bio/HPYRR2x,bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
bio/2H3MVc,bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
bio/2HIVc,bio/hg38_LDHAL6B,bio/hg19_LDHAL6B
bio/HMR_4283,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_1568,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_8503,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_4841,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_4431,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_4683,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_4685,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_4686,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_4687,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6748,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6749,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6753,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6754,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6760,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6761,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6766,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6767,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6790,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_6791,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_4842,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_8775,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_7035,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_9569,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/r0752,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/r0753,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/r0754,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/r0755,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/r0756,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/r0757,bio/hg38_ALDH3B1,bio/hg19_ALDH3B1
bio/HMR_4283,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_1568,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_8503,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_4841,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_4431,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_4683,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_4685,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_4686,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_4687,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6748,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6749,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6753,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6754,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6760,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6761,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6766,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6767,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6790,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_6791,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_4842,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_8775,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_7035,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_4843,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/r0752,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/r0753,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/r0754,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/r0755,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/r0756,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/r0757,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/RE3346C,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/RE3346R,bio/hg38_ALDH3A1,bio/hg19_ALDH3A1
bio/HMR_4283,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_1568,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_8503,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_4841,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_4431,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_4683,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_4685,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_4686,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_4687,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6748,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6749,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6753,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6754,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6760,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6761,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6766,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6767,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6790,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_6791,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_4842,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_8775,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_7035,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_4843,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/r0752,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/r0753,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/r0754,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/r0755,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/r0756,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/r0757,bio/hg38_ALDH3B2,bio/hg19_ALDH3B2
bio/HMR_4283,bio/hg38_ALDH1A3,bio/hg19_ALDH1A3
bio/HMR_1568,bio/hg38_ALDH1A3,bio/hg19_ALDH1A3
bio/HMR_8503,bio/hg38_ALDH1A3,bio/hg19_ALDH1A3
bio/HMR_4841,bio/hg38_ALDH1A3,bio/hg19_ALDH1A3
bio/HMR_4431,bio/hg38_ALDH1A3,bio/hg19_ALDH1A3
bio/HMR_4683,bio/hg38_ALDH1A3,bio/hg19_ALDH1A3
