reactionID,metabolic_compartment_dcid
bio/LNS14DM,bio/m02039c
bio/MMCD,bio/m02039c
bio/NAHCO3_HCLt,bio/m02039c
bio/NMNATr,bio/m02039c
bio/TRDR2,bio/m02039c
bio/TRDR3,bio/m02039c
bio/r0510,bio/m02039c
bio/r0511,bio/m02039c
bio/r1313,bio/m02039c
bio/r1314,bio/m02039c
bio/r1316,bio/m02039c
bio/RE1806C,bio/m02039c
bio/RE1809C,bio/m02039c
bio/RE1811C,bio/m02039c
bio/RE1812C,bio/m02039c
bio/RE1826C,bio/m02039c
bio/RE1828C,bio/m02039c
bio/RE1905C,bio/m02039c
bio/RE1906C,bio/m02039c
bio/RE2221C,bio/m02039c
bio/RE2439C,bio/m02039c
bio/RE2474C,bio/m02039c
bio/RE2632C,bio/m02039c
bio/RE2675C,bio/m02039c
bio/RE2852C,bio/m02039c
bio/RE2911C,bio/m02039c
bio/RE2977C,bio/m02039c
bio/RE3134C,bio/m02039c
bio/RE3147C,bio/m02039c
bio/RE3150C,bio/m02039c
bio/RE3198C,bio/m02039c
bio/RE3241C,bio/m02039c
bio/RE3242C,bio/m02039c
bio/RE3244C,bio/m02039c
bio/RE3251C,bio/m02039c
bio/RE3346C,bio/m02039c
bio/RE3434C,bio/m02039c
bio/RE3449C,bio/m02039c
bio/RE3452C,bio/m02039c
bio/RE3458C,bio/m02039c
bio/RE3514C,bio/m02039c
bio/RE3627C,bio/m02039c
bio/RN0020C,bio/m02039c
bio/RN0027C,bio/m02039c
bio/RN0029C,bio/m02039c
bio/RN0030C,bio/m02039c
bio/FAOXC5C5DCc,bio/m02039c
bio/CYSSNAT5tc,bio/m02039c
bio/KHte,bio/m02039c
bio/SFCYSc,bio/m02039c
bio/ADPOHc,bio/m02039c
bio/AND19ONEc,bio/m02039c
bio/DESAT14_9,bio/m02039c
bio/21HPRGNLONE,bio/m02039c
bio/METDECARc,bio/m02039c
bio/PHLACHt,bio/m02039c
bio/34HPLte,bio/m02039c
bio/3HPPPNOHc,bio/m02039c
bio/4TMEABUTNt2,bio/m02039c
bio/5AOPt,bio/m02039c
bio/C06314t,bio/m02039c
bio/C06315t,bio/m02039c
bio/GLYC2Pte,bio/m02039c
bio/OAAt,bio/m02039c
bio/7KLITCHOLc,bio/m02039c
bio/HC02194c,bio/m02039c
bio/LYSARGLEUr,bio/m02039c
bio/TYMc,bio/m02039c
bio/DOPAc,bio/m02039c
bio/FAS180,bio/m02039c
bio/SPRMt2r,bio/m02039c
bio/34HPLtm,bio/m02039c
bio/FERO,bio/m02039c
bio/OAADC,bio/m02039c
bio/THMt3,bio/m02039c
bio/SUCACETATc,bio/m02039c
bio/SUCACETATALTc,bio/m02039c
bio/SUCACETOc,bio/m02039c
bio/VANILLACc,bio/m02039c
bio/2H3MVc,bio/m02039c
bio/2HIVc,bio/m02039c
bio/2M3HVACc,bio/m02039c
bio/3MGLUTRc,bio/m02039c
bio/MVLACc,bio/m02039c
bio/5OHHEXAc,bio/m02039c
bio/7OHOCTAc,bio/m02039c
bio/2HYOXPLCte,bio/m02039c
bio/TYMte2,bio/m02039c
bio/TRYPTAte,bio/m02039c
bio/CE4890te,bio/m02039c
bio/MMAte,bio/m02039c
bio/ORN_Dtx,bio/m02039c
bio/34DHPEAR,bio/m02039c
bio/DOPACHRMDC,bio/m02039c
bio/NADPQNOXR,bio/m02039c
bio/NADQNOXR,bio/m02039c
bio/DES21,bio/m02039c
bio/3DHCAS,bio/m02039c
bio/3DHCDCAS,bio/m02039c
bio/3DHDCAS,bio/m02039c
bio/3DHLCAS,bio/m02039c
bio/CDCA6AH,bio/m02039c
bio/AM1A4NCShc,bio/m02039c
bio/AM1C4N9CShc,bio/m02039c
bio/AM4N9CShc,bio/m02039c
bio/AM4NCShr,bio/m02039c
bio/CRVSM1SPhc,bio/m02039c
bio/DELACCRVSM23hc,bio/m02039c
bio/NFDLAChc,bio/m02039c
bio/OXYPtepv,bio/m02039c
bio/HMR_10116,bio/m02039c
bio/HMR_4137,bio/m02552m
bio/HMR_8357,bio/m02552m
bio/HMR_4087,bio/m02552m
bio/HMR_8506,bio/m02552m
bio/HMR_3800,bio/m02552m
bio/HMR_4282,bio/m02552m
bio/HMR_4497,bio/m02552m
bio/HMR_4461,bio/m02552m
bio/HMR_3822,bio/m02552m
bio/HMR_4779,bio/m02552m
bio/HMR_4784,bio/m02552m
bio/HMR_4285,bio/m02552m
bio/HMR_8440,bio/m02552m
bio/HMR_8786,bio/m02552m
bio/HMR_4239,bio/m02552m
bio/HMR_4667,bio/m02552m
bio/HMR_4739,bio/m02552m
bio/HMR_3166,bio/m02552m
bio/HMR_8563,bio/m02552m
bio/HMR_4685,bio/m02552m
bio/HMR_3757,bio/m02552m
bio/HMR_3761,bio/m02552m
bio/HMR_3795,bio/m02552m
bio/HMR_8069,bio/m02552m
bio/HMR_4688,bio/m02552m
bio/HMR_3748,bio/m02552m
bio/HMR_3759,bio/m02552m
bio/HMR_3767,bio/m02552m
bio/HMR_3780,bio/m02552m
bio/HMR_3823,bio/m02552m
bio/HMR_3957,bio/m02552m
bio/HMR_5297,bio/m02552m
bio/HMR_8778,bio/m02552m
bio/HMR_3450,bio/m02552m
bio/HMR_3454,bio/m02552m
bio/HMR_1101,bio/m02552m
bio/HMR_1130,bio/m02552m
bio/HMR_1165,bio/m02552m
bio/HMR_1208,bio/m02552m
bio/HMR_1247,bio/m02552m
bio/HMR_1257,bio/m02552m
bio/HMR_1274,bio/m02552m
bio/HMR_3109,bio/m02552m
bio/HMR_3113,bio/m02552m
bio/HMR_3117,bio/m02552m
bio/HMR_3123,bio/m02552m
bio/HMR_3130,bio/m02552m
bio/HMR_3137,bio/m02552m
bio/HMR_3144,bio/m02552m
bio/HMR_3151,bio/m02552m
bio/HMR_3158,bio/m02552m
bio/HMR_3398,bio/m02552m
bio/HMR_3406,bio/m02552m
bio/HMR_3407,bio/m02552m
bio/HMR_3408,bio/m02552m
bio/HMR_3409,bio/m02552m
bio/HMR_3411,bio/m02552m
bio/HMR_3413,bio/m02552m
bio/HMR_3414,bio/m02552m
bio/HMR_3416,bio/m02552m
bio/HMR_3421,bio/m02552m
bio/HMR_3422,bio/m02552m
bio/HMR_3423,bio/m02552m
bio/HMR_3424,bio/m02552m
bio/HMR_3425,bio/m02552m
bio/HMR_3426,bio/m02552m
bio/HMR_9719,bio/m02552m
bio/HMR_3427,bio/m02552m
bio/HMR_3428,bio/m02552m
bio/HMR_3429,bio/m02552m
bio/HMR_3430,bio/m02552m
bio/HMR_3431,bio/m02552m
bio/HMR_3432,bio/m02552m
bio/HMR_3433,bio/m02552m
bio/HMR_3172,bio/m02552m
bio/HMR_3176,bio/m02552m
bio/HMR_3180,bio/m02552m
bio/HMR_3184,bio/m02552m
bio/HMR_3188,bio/m02552m
bio/HMR_3192,bio/m02552m
bio/HMR_3196,bio/m02552m
bio/HMR_3200,bio/m02552m
bio/HMR_3204,bio/m02552m
bio/HMR_3396,bio/m02552m
bio/HMR_3397,bio/m02552m
bio/HMR_3242,bio/m02552m
bio/HMR_3246,bio/m02552m
bio/HMR_3254,bio/m02552m
bio/HMR_3262,bio/m02552m
bio/HMR_3220,bio/m02552m
bio/HMR_3224,bio/m02552m
bio/HMR_3228,bio/m02552m
bio/HMR_3232,bio/m02552m
bio/HMR_3236,bio/m02552m
bio/HMR_3278,bio/m02552m
bio/HMR_3282,bio/m02552m
bio/HMR_3286,bio/m02552m
bio/HMR_3292,bio/m02552m
bio/HMR_1178,bio/m02552m
bio/HMR_1183,bio/m02552m
bio/HMR_1220,bio/m02552m
bio/HMR_1225,bio/m02552m
bio/HMR_3524,bio/m02552m
bio/HMR_3529,bio/m02552m
bio/HMR_3533,bio/m02552m
bio/HMR_1651,bio/m02552m
bio/HMR_0459,bio/m02552m
bio/HMR_1609,bio/m02552m
bio/HMR_1689,bio/m02552m
bio/HMR_4268,bio/m02552m
bio/HMR_3923,bio/m02552m
bio/HMR_6432,bio/m02552m
bio/HMR_6433,bio/m02552m
bio/HMR_6434,bio/m02552m
bio/HMR_6436,bio/m02552m
bio/HMR_6447,bio/m02552m
bio/HMR_6448,bio/m02552m
bio/HMR_6450,bio/m02552m
bio/HMR_6453,bio/m02552m
bio/HMR_6470,bio/m02552m
bio/HMR_6471,bio/m02552m
bio/HMR_6472,bio/m02552m
bio/HMR_6473,bio/m02552m
bio/HMR_6482,bio/m02552m
bio/HMR_6484,bio/m02552m
bio/HMR_6486,bio/m02552m
bio/HMR_6488,bio/m02552m
bio/HMR_9564,bio/m02552m
bio/4HBZCOAFm,bio/m02552m
bio/5HOXINDACTOXm,bio/m02552m
bio/BAMPPALDOXm,bio/m02552m
bio/FAOXC11,bio/m02552m
bio/FAOXC140,bio/m02552m
bio/FAOXC150m,bio/m02552m
bio/FAOXC160,bio/m02552m
bio/FAOXC16080m,bio/m02552m
bio/FAOXC161802m,bio/m02552m
bio/FAOXC16180m,bio/m02552m
bio/FAOXC170m,bio/m02552m
bio/FAOXC180,bio/m02552m
bio/FAOXC1811601m,bio/m02552m
bio/FAOXC1811602m,bio/m02552m
bio/FAOXC1811603m,bio/m02552m
bio/FAOXC182806m,bio/m02552m
bio/FAOXC18280m,bio/m02552m
bio/FAOXC183803m,bio/m02552m
bio/FAOXC183806m,bio/m02552m
bio/FAOXC18480m,bio/m02552m
bio/FAOXC200180m,bio/m02552m
bio/FAOXC2031836m,bio/m02552m
bio/FAOXC204,bio/m02552m
bio/FAOXC204184m,bio/m02552m
bio/FAOXC2051843m,bio/m02552m
bio/FAOXC2242046m,bio/m02552m
bio/FAOXC2252053m,bio/m02552m
bio/FAOXC226205m,bio/m02552m
bio/FAOXC80,bio/m02552m
bio/GLACOm,bio/m02552m
bio/LCADi_Dm,bio/m02552m
bio/NABTNOm,bio/m02552m
bio/r0752,bio/m02552m
bio/r0754,bio/m02552m
bio/r0756,bio/m02552m
bio/RE1796M,bio/m02552m
bio/RE1804M,bio/m02552m
bio/RE2625M,bio/m02552m
bio/RE2814M,bio/m02552m
bio/RE2910M,bio/m02552m
bio/RE3005M,bio/m02552m
bio/RE3111M,bio/m02552m
bio/RE3250M,bio/m02552m
bio/FAOXC101C8m,bio/m02552m
bio/FAOXC102C81m,bio/m02552m
bio/FAOXC10C8m,bio/m02552m
bio/FAOXC11C9m,bio/m02552m
bio/FAOXC121C101m,bio/m02552m
bio/FAOXC122C101m,bio/m02552m
bio/FAOXC123C102m,bio/m02552m
bio/FAOXC12C10m,bio/m02552m
bio/FAOXC13C11m,bio/m02552m
bio/FAOXC141C121m,bio/m02552m
bio/FAOXC142C122m,bio/m02552m
bio/FAOXC143C123m,bio/m02552m
bio/FAOXC14C12m,bio/m02552m
bio/FAOXC15C13m,bio/m02552m
bio/FAOXC161C141m,bio/m02552m
bio/FAOXC162C142m,bio/m02552m
bio/FAOXC163C143m,bio/m02552m
bio/FAOXC163GC142m,bio/m02552m
bio/FAOXC164C143m,bio/m02552m
bio/FAOXC16C14m,bio/m02552m
bio/FAOXC17C15m,bio/m02552m
bio/FAOXC181C161m,bio/m02552m
bio/FAOXC182C162m,bio/m02552m
bio/FAOXC183C163Gm,bio/m02552m
bio/FAOXC183C163m,bio/m02552m
bio/FAOXC184C163m,bio/m02552m
bio/FAOXC184C164m,bio/m02552m
bio/FAOXC185C164m,bio/m02552m
bio/FAOXC204C184m,bio/m02552m
bio/FAOXC205C185m,bio/m02552m
bio/FAOXC225C204m,bio/m02552m
bio/FAOXC226C205m,bio/m02552m
bio/FAOXC4C2m,bio/m02552m
bio/FAOXC5C3x,bio/m02552m
bio/FAOXC61C4m,bio/m02552m
bio/FAOXC6C4m,bio/m02552m
bio/FAOXC7C5m,bio/m02552m
bio/FAOXC81C61m,bio/m02552m
bio/FAOXC8C6m,bio/m02552m
bio/FAOXC9BRC7BRm,bio/m02552m
bio/FAOXC9C7m,bio/m02552m
bio/FAOXTC122TC101m,bio/m02552m
bio/FAOXTC142TC122m,bio/m02552m
bio/FAOXTC162TC142m,bio/m02552m
bio/FAOXTC182TC162m,bio/m02552m
bio/3HPVSTETCOAhcm,bio/m02552m
bio/HMR_4137,bio/m02819m
bio/HMR_6410,bio/m02819m
bio/HMR_4143,bio/m02819m
bio/HMR_4280,bio/m02819m
bio/HMR_4197,bio/m02819m
bio/HMR_5426,bio/m02819m
bio/HMR_4281,bio/m02039p
bio/HMR_4107,bio/m02039p
bio/HMR_6930,bio/m02039p
bio/HMR_6939,bio/m02039p
bio/HMR_6957,bio/m02039p
bio/HMR_8019,bio/m02039p
bio/HMR_4113,bio/m02039p
bio/HMR_4587,bio/m02039p
bio/HMR_8415,bio/m02039p
bio/HMR_3461,bio/m02039p
bio/HMR_3471,bio/m02039p
bio/HMR_0996,bio/m02039p
bio/HMR_1148,bio/m02039p
bio/HMR_1152,bio/m02039p
bio/HMR_1156,bio/m02039p
bio/HMR_1192,bio/m02039p
bio/HMR_1196,bio/m02039p
bio/HMR_1230,bio/m02039p
bio/HMR_1233,bio/m02039p
bio/HMR_1287,bio/m02039p
bio/HMR_1295,bio/m02039p
bio/HMR_1302,bio/m02039p
bio/HMR_1303,bio/m02039p
bio/HMR_3322,bio/m02039p
bio/HMR_4630,bio/m02039p
bio/HMR_0481,bio/m02039p
bio/HMR_0703,bio/m02039p
bio/HMR_1837,bio/m02039p
bio/HMR_1842,bio/m02039p
bio/HMR_1845,bio/m02039p
bio/DESAT22_1p,bio/m02039p
bio/DESAT22_2p,bio/m02039p
bio/HSD17B42x,bio/m02039p
bio/HSD17B4x,bio/m02039p
bio/MMCDp,bio/m02039p
bio/RE3158X,bio/m02039p
bio/RE3596X,bio/m02039p
bio/FAOXC102C101x,bio/m02039p
bio/FAOXC103C102x,bio/m02039p
bio/FAOXC164C163x,bio/m02039p
bio/FAOXC165C164x,bio/m02039p
bio/FAOXC226C225x,bio/m02039p
bio/ALPA_HSx,bio/m02039p
bio/HMR_10061,bio/m02039p
bio/HMR_4281,bio/m02553p
bio/HMR_8019,bio/m02553p
bio/HMR_1230,bio/m02553p
bio/HMR_3322,bio/m02553p
bio/HMR_0481,bio/m02553p
bio/DESAT22_1p,bio/m02553p
bio/DESAT22_2p,bio/m02553p
bio/HMR_4281,bio/m02819p
bio/HMR_4467,bio/m02819p
bio/HMR_4388,bio/m02553c
bio/HMR_4373,bio/m02553c
bio/HMR_4400,bio/m02553c
bio/HMR_8342,bio/m02553c
bio/HMR_8352,bio/m02553c
bio/HMR_3854,bio/m02553c
bio/HMR_8502,bio/m02553c
bio/HMR_0719,bio/m02553c
bio/HMR_4841,bio/m02553c
bio/HMR_4470,bio/m02553c
bio/HMR_3835,bio/m02553c
bio/HMR_6965,bio/m02553c
bio/HMR_6973,bio/m02553c
bio/HMR_3856,bio/m02553c
bio/HMR_6925,bio/m02553c
bio/HMR_6721,bio/m02553c
bio/HMR_6756,bio/m02553c
bio/HMR_6782,bio/m02553c
bio/HMR_3996,bio/m02553c
bio/HMR_3868,bio/m02553c
bio/HMR_3933,bio/m02553c
bio/HMR_4531,bio/m02553c
bio/HMR_4139,bio/m02553c
bio/HMR_8782,bio/m02553c
bio/HMR_6397,bio/m02553c
bio/HMR_6404,bio/m02553c
bio/HMR_2505,bio/m02553c
bio/HMR_1074,bio/m02553c
bio/HMR_1097,bio/m02553c
bio/HMR_1132,bio/m02553c
bio/HMR_1228,bio/m02553c
bio/HMR_9722,bio/m02553c
bio/HMR_2004,bio/m02553c
bio/HMR_2005,bio/m02553c
bio/HMR_2016,bio/m02553c
bio/HMR_2022,bio/m02553c
bio/HMR_1557,bio/m02553c
bio/HMR_1531,bio/m02553c
bio/HMR_0479,bio/m02553c
bio/HMR_1317,bio/m02553c
bio/HMR_1319,bio/m02553c
bio/HMR_1320,bio/m02553c
bio/HMR_1328,bio/m02553c
bio/HMR_1598,bio/m02553c
bio/HMR_1678,bio/m02553c
bio/HMR_1684,bio/m02553c
bio/HMR_1803,bio/m02553c
bio/HMR_3911,bio/m02553c
bio/HMR_3992,bio/m02553c
bio/HMR_3925,bio/m02553c
bio/HMR_4332,bio/m02553c
bio/HMR_4448,bio/m02553c
bio/HMR_4654,bio/m02553c
bio/HMR_8144,bio/m02553c
bio/HMR_4764,bio/m02553c
bio/HMR_6638,bio/m02553c
bio/HMR_6644,bio/m02553c
bio/HMR_8710,bio/m02553c
bio/HMR_6510,bio/m02553c
bio/HMR_8613,bio/m02553c
bio/HMR_2131,bio/m02553c
bio/HMR_2139,bio/m02553c
bio/HMR_7038,bio/m02553c
bio/HMR_9470,bio/m02553c
bio/HMR_9538,bio/m02553c
bio/HMR_7775,bio/m02553c
bio/HMR_7776,bio/m02553c
bio/cofactors_vitamins,bio/m02553c
bio/DESAT16_2,bio/m02553c
bio/DESAT18_10,bio/m02553c
bio/DESAT18_3,bio/m02553c
bio/DESAT18_4,bio/m02553c
bio/DESAT18_5,bio/m02553c
bio/DESAT18_6,bio/m02553c
bio/DESAT18_7,bio/m02553c
bio/DESAT18_8,bio/m02553c
bio/DESAT18_9,bio/m02553c
bio/DESAT20_1,bio/m02553c
bio/DESAT20_2,bio/m02553c
bio/HPYRR2x,bio/m02553c
bio/TRDR3,bio/m02553c
bio/RE2221C,bio/m02553c
bio/RE2675C,bio/m02553c
bio/RE3198C,bio/m02553c
bio/RE3346C,bio/m02553c
bio/ADPOHc,bio/m02553c
bio/DESAT14_9,bio/m02553c
bio/SUCACETATc,bio/m02553c
bio/SUCACETATALTc,bio/m02553c
bio/VANILLACc,bio/m02553c
bio/2H3MVc,bio/m02553c
bio/2HIVc,bio/m02553c
bio/2M3HVACc,bio/m02553c
bio/NADQNOXR,bio/m02553c
bio/HMR_10064,bio/m02553c
bio/HMR_4388,bio/m02819c
bio/HMR_4196,bio/m02819c
bio/HMR_4198,bio/m02819c
bio/HMR_8373,bio/m02819c
bio/HMR_8746,bio/m02819c
bio/HMR_6020,bio/m02819c
bio/HMR_4926,bio/m02819c
bio/HMR_4930,bio/m02819c
bio/METTRANSc,bio/m02819c
bio/HMR_10064,bio/m02819c
bio/HMR_4283,bio/m01249c
bio/HMR_1568,bio/m01249c
bio/HMR_6765,bio/m01249c
bio/HMR_4948,bio/m01249c
bio/HMR_8356,bio/m01249c
bio/HMR_8359,bio/m01249c
bio/HMR_8358,bio/m01249c
bio/HMR_4283,bio/m02040c
bio/HMR_4360,bio/m02040c
bio/HMR_4370,bio/m02040c
bio/HMR_4372,bio/m02040c
bio/HMR_4377,bio/m02040c
bio/HMR_4122,bio/m02040c
bio/HMR_5400,bio/m02040c
bio/HMR_8568,bio/m02040c
bio/HMR_8570,bio/m02040c
bio/HMR_8572,bio/m02040c
bio/HMR_8574,bio/m02040c
bio/HMR_8576,bio/m02040c
bio/HMR_8578,bio/m02040c
bio/HMR_8591,bio/m02040c
bio/HMR_8580,bio/m02040c
bio/HMR_8582,bio/m02040c
bio/HMR_8587,bio/m02040c
bio/HMR_4706,bio/m02040c
bio/HMR_8727,bio/m02040c
bio/HMR_8728,bio/m02040c
bio/HMR_8729,bio/m02040c
bio/HMR_1568,bio/m02040c
bio/HMR_3857,bio/m02040c
bio/HMR_4093,bio/m02040c
bio/HMR_8503,bio/m02040c
bio/HMR_8504,bio/m02040c
bio/HMR_8078,bio/m02040c
bio/HMR_4625,bio/m02040c
bio/HMR_3998,bio/m02040c
bio/HMR_4010,bio/m02040c
bio/HMR_4014,bio/m02040c
bio/HMR_4040,bio/m02040c
bio/HMR_4046,bio/m02040c
bio/HMR_4048,bio/m02040c
bio/HMR_4080,bio/m02040c
bio/HMR_4168,bio/m02040c
bio/HMR_4406,bio/m02040c
bio/HMR_4417,bio/m02040c
bio/HMR_4449,bio/m02040c
bio/HMR_4481,bio/m02040c
bio/HMR_4518,bio/m02040c
bio/HMR_4519,bio/m02040c
bio/HMR_4520,bio/m02040c
bio/HMR_4602,bio/m02040c
bio/HMR_4632,bio/m02040c
bio/HMR_4646,bio/m02040c
bio/HMR_4649,bio/m02040c
bio/HMR_4694,bio/m02040c
bio/HMR_4705,bio/m02040c
bio/HMR_4808,bio/m02040c
bio/HMR_6601,bio/m02040c
bio/HMR_6605,bio/m02040c
bio/HMR_6607,bio/m02040c
bio/HMR_6609,bio/m02040c
bio/HMR_6610,bio/m02040c
bio/HMR_6611,bio/m02040c
bio/HMR_7144,bio/m02040c
bio/HMR_9797,bio/m02040c
bio/HMR_3970,bio/m02040c
bio/HMR_4034,bio/m02040c
bio/HMR_4056,bio/m02040c
bio/HMR_4127,bio/m02040c
bio/HMR_4177,bio/m02040c
bio/HMR_4194,bio/m02040c
bio/HMR_4346,bio/m02040c
bio/HMR_4510,bio/m02040c
bio/HMR_4514,bio/m02040c
bio/HMR_4580,bio/m02040c
bio/HMR_4608,bio/m02040c
bio/HMR_4642,bio/m02040c
bio/HMR_4672,bio/m02040c
bio/HMR_4736,bio/m02040c
bio/HMR_4819,bio/m02040c
bio/HMR_7744,bio/m02040c
bio/HMR_8072,bio/m02040c
bio/HMR_8637,bio/m02040c
bio/HMR_3965,bio/m02040c
bio/HMR_4507,bio/m02040c
bio/HMR_4516,bio/m02040c
bio/HMR_5394,bio/m02040c
bio/HMR_7163,bio/m02040c
bio/HMR_7164,bio/m02040c
bio/HMR_7879,bio/m02040c
bio/HMR_7880,bio/m02040c
bio/HMR_8443,bio/m02040c
bio/HMR_8444,bio/m02040c
bio/HMR_8488,bio/m02040c
bio/HMR_8489,bio/m02040c
bio/HMR_9802,bio/m02040c
bio/HMR_3903,bio/m02040c
bio/HMR_4114,bio/m02040c
bio/HMR_4172,bio/m02040c
bio/HMR_6969,bio/m02040c
bio/HMR_8628,bio/m02040c
bio/HMR_3816,bio/m02040c
bio/HMR_3819,bio/m02040c
bio/HMR_3832,bio/m02040c
bio/HMR_4607,bio/m02040c
bio/HMR_6931,bio/m02040c
bio/HMR_6934,bio/m02040c
bio/HMR_6941,bio/m02040c
bio/HMR_6944,bio/m02040c
bio/HMR_6947,bio/m02040c
bio/HMR_6950,bio/m02040c
bio/HMR_6953,bio/m02040c
bio/HMR_6954,bio/m02040c
bio/HMR_6958,bio/m02040c
bio/HMR_6961,bio/m02040c
bio/HMR_6963,bio/m02040c
bio/HMR_8425,bio/m02040c
bio/HMR_8604,bio/m02040c
bio/HMR_8605,bio/m02040c
bio/HMR_8606,bio/m02040c
bio/HMR_3843,bio/m02040c
bio/HMR_3852,bio/m02040c
bio/HMR_3974,bio/m02040c
bio/HMR_4199,bio/m02040c
bio/HMR_4697,bio/m02040c
bio/HMR_4698,bio/m02040c
bio/HMR_5393,bio/m02040c
bio/HMR_9486,bio/m02040c
bio/HMR_4430,bio/m02040c
bio/HMR_4431,bio/m02040c
bio/HMR_4660,bio/m02040c
bio/HMR_4712,bio/m02040c
bio/HMR_5336,bio/m02040c
bio/HMR_5339,bio/m02040c
bio/HMR_5340,bio/m02040c
bio/HMR_8783,bio/m02040c
bio/HMR_8784,bio/m02040c
bio/HMR_4737,bio/m02040c
bio/HMR_4740,bio/m02040c
bio/HMR_6978,bio/m02040c
bio/HMR_6981,bio/m02040c
bio/HMR_4682,bio/m02040c
bio/HMR_4683,bio/m02040c
bio/HMR_4703,bio/m02040c
bio/HMR_4704,bio/m02040c
bio/HMR_8529,bio/m02040c
bio/HMR_4797,bio/m02040c
bio/HMR_4216,bio/m02040c
bio/HMR_4218,bio/m02040c
bio/HMR_4219,bio/m02040c
bio/HMR_4220,bio/m02040c
bio/HMR_4222,bio/m02040c
bio/HMR_4224,bio/m02040c
bio/HMR_4225,bio/m02040c
bio/HMR_4233,bio/m02040c
bio/HMR_4235,bio/m02040c
bio/HMR_6708,bio/m02040c
bio/HMR_6709,bio/m02040c
bio/HMR_6712,bio/m02040c
bio/HMR_6713,bio/m02040c
bio/HMR_6714,bio/m02040c
bio/HMR_6717,bio/m02040c
bio/HMR_6734,bio/m02040c
bio/HMR_6738,bio/m02040c
bio/HMR_6742,bio/m02040c
bio/HMR_6744,bio/m02040c
bio/HMR_6745,bio/m02040c
bio/HMR_6747,bio/m02040c
bio/HMR_6748,bio/m02040c
bio/HMR_6749,bio/m02040c
bio/HMR_6751,bio/m02040c
bio/HMR_6752,bio/m02040c
bio/HMR_6753,bio/m02040c
bio/HMR_6754,bio/m02040c
bio/HMR_6758,bio/m02040c
bio/HMR_6760,bio/m02040c
bio/HMR_6761,bio/m02040c
bio/HMR_6764,bio/m02040c
bio/HMR_6766,bio/m02040c
bio/HMR_6767,bio/m02040c
bio/HMR_6770,bio/m02040c
bio/HMR_6778,bio/m02040c
bio/HMR_6785,bio/m02040c
bio/HMR_6786,bio/m02040c
bio/HMR_6789,bio/m02040c
bio/HMR_6790,bio/m02040c
bio/HMR_6791,bio/m02040c
bio/HMR_6807,bio/m02040c
bio/HMR_6831,bio/m02040c
bio/HMR_6839,bio/m02040c
bio/HMR_6845,bio/m02040c
bio/HMR_6851,bio/m02040c
bio/HMR_6879,bio/m02040c
bio/HMR_7756,bio/m02040c
bio/HMR_3875,bio/m02040c
bio/HMR_3877,bio/m02040c
bio/HMR_3881,bio/m02040c
bio/HMR_3919,bio/m02040c
bio/HMR_3920,bio/m02040c
bio/HMR_4302,bio/m02040c
bio/HMR_5387,bio/m02040c
bio/HMR_5390,bio/m02040c
bio/HMR_8683,bio/m02040c
bio/HMR_3889,bio/m02040c
bio/HMR_3937,bio/m02040c
bio/HMR_4175,bio/m02040c
bio/HMR_4328,bio/m02040c
bio/HMR_8771,bio/m02040c
bio/HMR_4078,bio/m02040c
bio/HMR_4079,bio/m02040c
bio/HMR_4347,bio/m02040c
bio/HMR_4427,bio/m02040c
bio/HMR_4689,bio/m02040c
bio/HMR_7991,bio/m02040c
bio/HMR_7992,bio/m02040c
bio/HMR_7993,bio/m02040c
bio/HMR_7132,bio/m02040c
bio/HMR_7134,bio/m02040c
bio/HMR_7135,bio/m02040c
bio/HMR_7136,bio/m02040c
bio/HMR_7137,bio/m02040c
bio/HMR_7139,bio/m02040c
bio/HMR_7141,bio/m02040c
bio/HMR_3790,bio/m02040c
bio/HMR_4299,bio/m02040c
bio/HMR_4526,bio/m02040c
bio/HMR_4529,bio/m02040c
bio/HMR_4530,bio/m02040c
bio/HMR_4533,bio/m02040c
bio/HMR_4534,bio/m02040c
bio/HMR_4629,bio/m02040c
bio/HMR_8371,bio/m02040c
bio/HMR_8372,bio/m02040c
bio/HMR_8375,bio/m02040c
bio/HMR_7256,bio/m02040c
bio/HMR_7258,bio/m02040c
bio/HMR_7259,bio/m02040c
bio/HMR_5151,bio/m02040c
bio/HMR_5152,bio/m02040c
bio/HMR_5153,bio/m02040c
bio/HMR_5154,bio/m02040c
bio/HMR_5155,bio/m02040c
bio/HMR_5156,bio/m02040c
bio/HMR_5157,bio/m02040c
bio/HMR_5158,bio/m02040c
bio/HMR_5159,bio/m02040c
bio/HMR_5160,bio/m02040c
bio/HMR_5161,bio/m02040c
bio/HMR_5162,bio/m02040c
bio/HMR_5163,bio/m02040c
bio/HMR_5164,bio/m02040c
bio/HMR_5165,bio/m02040c
bio/HMR_5166,bio/m02040c
bio/HMR_5167,bio/m02040c
bio/HMR_5168,bio/m02040c
bio/HMR_5169,bio/m02040c
bio/HMR_5170,bio/m02040c
bio/HMR_5171,bio/m02040c
bio/HMR_5172,bio/m02040c
bio/HMR_5173,bio/m02040c
bio/HMR_5174,bio/m02040c
bio/HMR_7618,bio/m02040c
bio/HMR_9735,bio/m02040c
bio/HMR_7622,bio/m02040c
bio/HMR_7624,bio/m02040c
bio/HMR_7626,bio/m02040c
bio/HMR_5258,bio/m02040c
bio/HMR_5260,bio/m02040c
bio/HMR_5262,bio/m02040c
bio/HMR_5264,bio/m02040c
bio/HMR_5266,bio/m02040c
