id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,metabolite_dcid
m02459c,"""melatonin radical""",dcs:CellularCompartmentCytosol,C13H17N2O3,,,,,MNXM157785,HMDB0060070,,,bio/HMDB0060070
m02460c,"""melatonin""",dcs:CellularCompartmentCytosol,C13H16N2O2,melatn,"""CHEBI:16796""",CHEMBL45,C01598,MNXM1114,HMDB0001389,896,,bio/CHEMBL45
m02461r,"""mem2emgacpail heparan sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C61H110N3O44P3R2,mem2emgacpail_hs,,,,MNXM6024,,,,bio/MNXM6024
m02462r,"""mem2emgacpail_prot heparan sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C61H110N3O44P3R2X,mem2emgacpail_prot_hs,,,,MNXM13802,,,,bio/MNXM13802
m02462c,"""mem2emgacpail_prot heparan sulfate""",dcs:CellularCompartmentCytosol,C61H110N3O44P3R2X,mem2emgacpail_prot_hs,,,,MNXM13802,,,,bio/MNXM13802
m02462s,"""mem2emgacpail_prot heparan sulfate""",dcs:CellularCompartmentExtracellular,C61H110N3O44P3R2X,mem2emgacpail_prot_hs,,,,MNXM13802,,,,bio/MNXM13802
m02463r,"""memgacpail heparan sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C47H84N2O31P2R2,memgacpail_hs,,,,MNXM6017,,,,bio/MNXM6017
m02464c,"""mercaptopyruvate""",dcs:CellularCompartmentCytosol,C3H3O3S,mercppyr,"""CHEBI:16208""",,C00957,MNXM1214,HMDB0001368,,,bio/HMDB0001368
m02464m,"""mercaptopyruvate""",dcs:CellularCompartmentMitochondria,C3H3O3S,mercppyr,"""CHEBI:16208""",,C00957,MNXM1214,HMDB0001368,,,bio/HMDB0001368
m02465m,"""mesaconate""",dcs:CellularCompartmentMitochondria,C5H4O4,mescon,"""CHEBI:16600""",,C01732,MNXM164911,HMDB0000749,638129,,bio/HMDB0000749
m02466m,"""mesaconyl-CoA""",dcs:CellularCompartmentMitochondria,C26H35N7O19P3S,mescoa,"""CHEBI:27969""",,C06028,MNXM163428,HMDB0060124,5280895,,bio/HMDB0060124
m02467c,"""metformin""",dcs:CellularCompartmentCytosol,C4H11N5,,"""CHEBI:6801""",CHEMBL1431,C07151,MNXM531787,HMDB0001921,,,bio/CHEMBL1431
m02467s,"""metformin""",dcs:CellularCompartmentExtracellular,C4H11N5,,"""CHEBI:6801""",CHEMBL1431,C07151,MNXM531787,HMDB0001921,,,bio/CHEMBL1431
m02468m,"""methacrylyl-CoA""",dcs:CellularCompartmentMitochondria,C25H36N7O17P3S,2mp2coa,"""CHEBI:27754""",,C03460,MNXM947,HMDB0001011,,,bio/HMDB0001011
m02469c,"""methaneselenol""",dcs:CellularCompartmentCytosol,CH4Se,,,,C05703,MNXM5818,HMDB0060488,,,bio/HMDB0060488
m02470c,"""methanol""",dcs:CellularCompartmentCytosol,CH4O1,meoh,"""CHEBI:17790""",CHEMBL14688,C00132,MNXM157,HMDB0001875,887,,bio/CHEMBL14688
m02470l,"""methanol""",dcs:CellularCompartmentLysosome,CH4O1,meoh,"""CHEBI:17790""",CHEMBL14688,C00132,MNXM157,HMDB0001875,887,,bio/CHEMBL14688
m02470r,"""methanol""",dcs:CellularCompartmentEndoplasmicReticulum,CH4O1,meoh,"""CHEBI:17790""",CHEMBL14688,C00132,MNXM157,HMDB0001875,887,,bio/CHEMBL14688
m02470s,"""methanol""",dcs:CellularCompartmentExtracellular,CH4O1,meoh,"""CHEBI:17790""",CHEMBL14688,C00132,MNXM157,HMDB0001875,887,,bio/CHEMBL14688
m02471c,"""methionine""",dcs:CellularCompartmentCytosol,C5H11NO2S,met__L,"""CHEBI:16643""",CHEMBL42336,C00073,MNXM61,HMDB0000696,6137,,bio/CHEMBL42336
m02471l,"""methionine""",dcs:CellularCompartmentLysosome,C5H11NO2S,met__L,"""CHEBI:16643""",CHEMBL42336,C00073,MNXM61,HMDB0000696,6137,,bio/CHEMBL42336
m02471m,"""methionine""",dcs:CellularCompartmentMitochondria,C5H11NO2S,met__L,"""CHEBI:16643""",CHEMBL42336,C00073,MNXM61,HMDB0000696,6137,,bio/CHEMBL42336
m02471s,"""methionine""",dcs:CellularCompartmentExtracellular,C5H11NO2S,met__L,"""CHEBI:16643""",CHEMBL42336,C00073,MNXM61,HMDB0000696,6137,,bio/CHEMBL42336
m02472c,"""methionyl-peptide""",dcs:CellularCompartmentCytosol,C11H17N4O5SR3,,,,C11440,MNXM93585,,,,bio/MNXM93585
m02473c,"""methylamine""",dcs:CellularCompartmentCytosol,C1H6N,mma,"""CHEBI:16830""",CHEMBL43280,C00218,MNXM61773,HMDB0000164,6329,,bio/CHEMBL43280
m02474c,"""methylarsonate""",dcs:CellularCompartmentCytosol,CH4AsO3,,,CHEMBL1743208,C07294,MNXM2131,HMDB0012258,,,bio/CHEMBL1743208
m02475c,"""methylglyoxal""",dcs:CellularCompartmentCytosol,C3H4O2,mthgxl,"""CHEBI:17158""",CHEMBL170721,C00546,MNXM310,HMDB0060661,880,,bio/CHEMBL170721
m02475s,"""methylglyoxal""",dcs:CellularCompartmentExtracellular,C3H4O2,mthgxl,"""CHEBI:17158""",CHEMBL170721,C00546,MNXM310,HMDB0060661,880,,bio/CHEMBL170721
m02476c,"""methylimidazole-acetaldehyde""",dcs:CellularCompartmentCytosol,C6H8N2O,3mldz,"""CHEBI:28104""",,C05827,MNXM147791,HMDB0004181,193545,,bio/HMDB0004181
m02477c,"""methylimidazoleacetic acid""",dcs:CellularCompartmentCytosol,C6H7N2O2,3mlda,"""CHEBI:8122""",,C05828,MNXM164040,HMDB0002820,75810,,bio/HMDB0002820
m02477s,"""methylimidazoleacetic acid""",dcs:CellularCompartmentExtracellular,C6H7N2O2,3mlda,"""CHEBI:8122""",,C05828,MNXM164040,HMDB0002820,75810,,bio/HMDB0002820
m02478c,"""methyl-indole-3-acetate""",dcs:CellularCompartmentCytosol,C11H11NO2,,,,,MNXM12249,HMDB0029738,74706,,bio/HMDB0029738
m02479c,"""methylmalonate""",dcs:CellularCompartmentCytosol,C4H4O4,,"""CHEBI:30860""",CHEMBL1232416,C02170,MNXM1572,HMDB0000202,487,,bio/CHEMBL1232416
m02479m,"""methylmalonate""",dcs:CellularCompartmentMitochondria,C4H4O4,,"""CHEBI:30860""",CHEMBL1232416,C02170,MNXM1572,HMDB0000202,487,,bio/CHEMBL1232416
m02480m,"""methylmalonyl-CoA""",dcs:CellularCompartmentMitochondria,C25H35N7O19P3S,mmcoa__S,"""CHEBI:15466""",,C00683,MNXM608,HMDB0001269,21252287,,bio/HMDB0001269
m02481c,"""methylthioribose-1p""",dcs:CellularCompartmentCytosol,C6H11O7PS,5mdr1p,,,C04188,MNXM407,HMDB0000963,53477720,,bio/HMDB0000963
m02482c,"""Mg2+""",dcs:CellularCompartmentCytosol,Mg,,"""CHEBI:18420""",,C00305,MNXM653,HMDB0000547,,,bio/HMDB0000547
m02482s,"""Mg2+""",dcs:CellularCompartmentExtracellular,Mg,,"""CHEBI:18420""",,C00305,MNXM653,HMDB0000547,,,bio/HMDB0000547
m02483r,"""mgacpail heparan sulfate""",dcs:CellularCompartmentEndoplasmicReticulum,C39H68NO23PR2,mgacpail_hs,,,,MNXM6329,,,,bio/MNXM6329
m02484m,"""mitoACP""",dcs:CellularCompartmentMitochondria,C11H21N2O7PRS,,,,C03688,MNXM91491,,,PROTEIN,bio/MNXM91491
m02485c,"""mitoApo-[ACP]""",dcs:CellularCompartmentCytosol,HOR,,,,C03688,MNXM91491,,,PROTEIN,bio/MNXM91491
m02485m,"""mitoApo-[ACP]""",dcs:CellularCompartmentMitochondria,HOR,,,,C03688,MNXM91491,,,PROTEIN,bio/MNXM91491
m02486m,"""mitooxidized thioredoxin""",dcs:CellularCompartmentMitochondria,C819H1320N226O239S7,,"""CHEBI:18191""",,C00343,MNXM148,,,,bio/MNXM148
m02487c,"""mitothioredoxin""",dcs:CellularCompartmentCytosol,C819H1322N226O239S7,,"""CHEBI:15967""",,C00342,MNXM96993,,,,bio/MNXM96993
m02487m,"""mitothioredoxin""",dcs:CellularCompartmentMitochondria,C819H1322N226O239S7,,"""CHEBI:15967""",,C00342,MNXM96993,,,,bio/MNXM96993
m02488c,"""molybdopterin""",dcs:CellularCompartmentCytosol,C10H12N5O6PS2,,"""CHEBI:44074""",,C05924,MNXM1193,HMDB0002206,,,bio/HMDB0002206
m02489c,"""monodehydroascorbate""",dcs:CellularCompartmentCytosol,C6H6O6,,"""CHEBI:16504""",,C01041,MNXM1844,HMDB0000044,439374,,bio/HMDB0000044
m02490c,"""monofucosyllactoisooctaosylceramide""",dcs:CellularCompartmentCytosol,C79H135N4O47R,,,,G04561,MNXM43842,,,,bio/MNXM43842
m02491c,"""monosialylgalactosylgloboside""",dcs:CellularCompartmentCytosol,C62H106N3O36R,,,,G00098,MNXM13384,,,,bio/MNXM13384
m02492c,"""myo-inositol-hexakisphosphate""",dcs:CellularCompartmentCytosol,C6H6O24P6,minohp,"""CHEBI:17401""",CHEMBL1233511,C01204,MNXM491,HMDB0003502,890,,bio/CHEMBL1233511
m02492n,"""myo-inositol-hexakisphosphate""",dcs:CellularCompartmentNucleus,C6H6O24P6,minohp,"""CHEBI:17401""",CHEMBL1233511,C01204,MNXM491,HMDB0003502,890,,bio/CHEMBL1233511
m02493c,"""myo-inositol-polyphosphate""",dcs:CellularCompartmentCytosol,X,,,,C11525,MNXM8890,,,,bio/MNXM8890
m02494c,"""myristic acid""",dcs:CellularCompartmentCytosol,C14H27O2,ttdca,"""CHEBI:28875""",CHEMBL111077,C06424,MNXM162239,HMDB0000806,11005,LMFA01010014,bio/CHEMBL111077
m02494l,"""myristic acid""",dcs:CellularCompartmentLysosome,C14H27O2,ttdca,"""CHEBI:28875""",CHEMBL111077,C06424,MNXM162239,HMDB0000806,11005,LMFA01010014,bio/CHEMBL111077
m02494r,"""myristic acid""",dcs:CellularCompartmentEndoplasmicReticulum,C14H27O2,ttdca,"""CHEBI:28875""",CHEMBL111077,C06424,MNXM162239,HMDB0000806,11005,LMFA01010014,bio/CHEMBL111077
m02494s,"""myristic acid""",dcs:CellularCompartmentExtracellular,C14H27O2,ttdca,"""CHEBI:28875""",CHEMBL111077,C06424,MNXM162239,HMDB0000806,11005,LMFA01010014,bio/CHEMBL111077
m02495c,"""myristoyl-CoA""",dcs:CellularCompartmentCytosol,C35H58N7O17P3S,tdcoa,"""CHEBI:15532""",CHEMBL1949899,C02593,MNXM224,HMDB0001521,65113,LMFA07050008,bio/CHEMBL1949899
m02495m,"""myristoyl-CoA""",dcs:CellularCompartmentMitochondria,C35H58N7O17P3S,tdcoa,"""CHEBI:15532""",CHEMBL1949899,C02593,MNXM224,HMDB0001521,65113,LMFA07050008,bio/CHEMBL1949899
m02495p,"""myristoyl-CoA""",dcs:CellularCompartmentPeroxisome,C35H58N7O17P3S,tdcoa,"""CHEBI:15532""",CHEMBL1949899,C02593,MNXM224,HMDB0001521,65113,LMFA07050008,bio/CHEMBL1949899
m02495r,"""myristoyl-CoA""",dcs:CellularCompartmentEndoplasmicReticulum,C35H58N7O17P3S,tdcoa,"""CHEBI:15532""",CHEMBL1949899,C02593,MNXM224,HMDB0001521,65113,LMFA07050008,bio/CHEMBL1949899
m02496c,"""N(omega)-(ADP-D-ribosyl)-L-arginine""",dcs:CellularCompartmentCytosol,C21H34N9O15P2,,"""CHEBI:15827""",,C01201,MNXM3308,,,,bio/MNXM3308
m02497c,"""N-(omega)-hydroxyarginine""",dcs:CellularCompartmentCytosol,C6H15N4O3,nwharg,"""CHEBI:7101""",CHEMBL323186,C05933,MNXM92470,HMDB0004224,440849,,bio/CHEMBL323186
m02498c,"""N,N-chitobiosyldiphosphodolichol""",dcs:CellularCompartmentCytosol,C116H190N2O17P2,chito2pdol__L,,,C04537,MNXM148361,HMDB0001196,,,bio/HMDB0001196
m02499c,"""N,N-dimethyldopaminequinone""",dcs:CellularCompartmentCytosol,C10H14NO2,,,,,MNXM163443,,,,bio/MNXM163443
m02500c,"""N,N-dimethylindoliumolate""",dcs:CellularCompartmentCytosol,C10H12NO2,,,,,MNXM158251,HMDB0060063,,,bio/HMDB0060063
m02501c,"""N1,N12-diacetylspermine""",dcs:CellularCompartmentCytosol,C14H32N4O2,,"""CHEBI:28101""",,C03413,MNXM4676,HMDB0002172,132680,,bio/HMDB0002172
m02501p,"""N1,N12-diacetylspermine""",dcs:CellularCompartmentPeroxisome,C14H32N4O2,,"""CHEBI:28101""",,C03413,MNXM4676,HMDB0002172,132680,,bio/HMDB0002172
m02502c,"""N1,N8-diacetylspermidine""",dcs:CellularCompartmentCytosol,C11H24N3O2,,,,,MNXM64037,HMDB0041947,389613,,bio/HMDB0041947
m02503c,"""N1-acetylspermidine""",dcs:CellularCompartmentCytosol,C9H23N3O,,"""CHEBI:17927""",CHEMBL176800,C00612,MNXM501,HMDB0001276,496,,bio/CHEMBL176800
m02503p,"""N1-acetylspermidine""",dcs:CellularCompartmentPeroxisome,C9H23N3O,,"""CHEBI:17927""",CHEMBL176800,C00612,MNXM501,HMDB0001276,496,,bio/CHEMBL176800
m02504c,"""N1-acetylspermine""",dcs:CellularCompartmentCytosol,C12H31N4O,,"""CHEBI:17312""",CHEMBL131004,C02567,MNXM600,HMDB0001186,916,,bio/CHEMBL131004
m02504p,"""N1-acetylspermine""",dcs:CellularCompartmentPeroxisome,C12H31N4O,,"""CHEBI:17312""",CHEMBL131004,C02567,MNXM600,HMDB0001186,916,,bio/CHEMBL131004
m02505c,"""N1-methyl-2-pyridone-5-carboxamide""",dcs:CellularCompartmentCytosol,C7H8N2O2,,,CHEMBL3542314,C05842,MNXM63843,HMDB0004193,,,bio/CHEMBL3542314
m02506c,"""N1-methyl-4-pyridone-5-carboxamide""",dcs:CellularCompartmentCytosol,C7H8N2O2,,,CHEMBL3542326,C05843,MNXM63841,HMDB0004194,,,bio/CHEMBL3542326
m02507g,"""n2m2masn""",dcs:CellularCompartmentGolgiApparatus,C50H83N4O35X,n2m2masn,,,G00015,MNXM6483,,,,bio/MNXM6483
m02508l,"""n2m2mn""",dcs:CellularCompartmentLysosome,C42H71N3O31,n2m2mn,,,,MNXM11301,,,,bio/MNXM11301
m02509l,"""n2m2nm""",dcs:CellularCompartmentLysosome,C58H97N5O41,n2m2nm,,,,MNXM8930,,,,bio/MNXM8930
m02510g,"""n2m2nmasn""",dcs:CellularCompartmentGolgiApparatus,C58H96N5O40X,n2m2nmasn,,,G00019,MNXM6345,,,,bio/MNXM6345
m02510l,"""n2m2nmasn""",dcs:CellularCompartmentLysosome,C58H96N5O40X,n2m2nmasn,,,G00019,MNXM6345,,,,bio/MNXM6345
m02510s,"""n2m2nmasn""",dcs:CellularCompartmentExtracellular,C58H96N5O40X,n2m2nmasn,,,G00019,MNXM6345,,,,bio/MNXM6345
m02511l,"""n2m2nmn""",dcs:CellularCompartmentLysosome,C50H84N4O36,n2m2nmn,,,,MNXM9086,,,,bio/MNXM9086
m02512g,"""n3m2masn""",dcs:CellularCompartmentGolgiApparatus,C58H96N5O40X,n3m2masn,,,,MNXM9347,,,,bio/MNXM9347
m02513c,"""N4-(acetyl-beta-D-glucosaminyl)asparagine""",dcs:CellularCompartmentCytosol,C12H21N3O8,,"""CHEBI:17261""",,C04540,MNXM2256,HMDB0000489,,,bio/HMDB0000489
m02514c,"""N4-acetylaminobutanal""",dcs:CellularCompartmentCytosol,C6H11NO2,n4abutn,"""CHEBI:7386""",,C05936,MNXM1527,HMDB0004226,440850,,bio/HMDB0004226
m02515g,"""n4m2masn""",dcs:CellularCompartmentGolgiApparatus,C66H109N6O45X,n4m2masn,,,,MNXM9348,,,,bio/MNXM9348
m02516c,"""n5m2masn""",dcs:CellularCompartmentCytosol,C74H122N7O50X,n5m2masn,,,,MNXM13407,,,,bio/MNXM13407
m02516g,"""n5m2masn""",dcs:CellularCompartmentGolgiApparatus,C74H122N7O50X,n5m2masn,,,,MNXM13407,,,,bio/MNXM13407
m02516s,"""n5m2masn""",dcs:CellularCompartmentExtracellular,C74H122N7O50X,n5m2masn,,,,MNXM13407,,,,bio/MNXM13407
m02517c,"""N6,N6,N6-trimethyl-L-lysine""",dcs:CellularCompartmentCytosol,C9H20N2O2,tmlys,"""CHEBI:17311""",CHEMBL1234168,C03793,MNXM1486,HMDB0001325,440120,,bio/CHEMBL1234168
m02517r,"""N6,N6,N6-trimethyl-L-lysine""",dcs:CellularCompartmentEndoplasmicReticulum,C9H20N2O2,tmlys,"""CHEBI:17311""",CHEMBL1234168,C03793,MNXM1486,HMDB0001325,440120,,bio/CHEMBL1234168
m02518c,"""N8-acetylspermidine""",dcs:CellularCompartmentCytosol,C9H23N3O,,,CHEMBL78630,C01029,MNXM1679,HMDB0002189,123689,,bio/CHEMBL78630
m02519c,"""Na+""",dcs:CellularCompartmentCytosol,Na,na1,"""CHEBI:29101""",,C01330,MNXM27,HMDB0000588,923,,bio/HMDB0000588
m02519g,"""Na+""",dcs:CellularCompartmentGolgiApparatus,Na,na1,"""CHEBI:29101""",,C01330,MNXM27,HMDB0000588,923,,bio/HMDB0000588
m02519p,"""Na+""",dcs:CellularCompartmentPeroxisome,Na,na1,"""CHEBI:29101""",,C01330,MNXM27,HMDB0000588,923,,bio/HMDB0000588
m02519r,"""Na+""",dcs:CellularCompartmentEndoplasmicReticulum,Na,na1,"""CHEBI:29101""",,C01330,MNXM27,HMDB0000588,923,,bio/HMDB0000588
m02519s,"""Na+""",dcs:CellularCompartmentExtracellular,Na,na1,"""CHEBI:29101""",,C01330,MNXM27,HMDB0000588,923,,bio/HMDB0000588
m02520c,"""N-acetyl-5-methoxykynuramine""",dcs:CellularCompartmentCytosol,C12H16N2O3,,,,,MNXM19566,HMDB0062497,390658,,bio/HMDB0062497
m02521c,"""N-acetyl-beta-D-glucosaminylamine""",dcs:CellularCompartmentCytosol,C8H16N2O5,,"""CHEBI:15947""",,C01239,MNXM3313,HMDB0001104,,,bio/HMDB0001104
m02522c,"""N-acetyl-D-glucosaminyldiphosphodolichol""",dcs:CellularCompartmentCytosol,C108H177NO12P2,naglc2p__L,,,C04500,MNXM148369,HMDB0001445,,,bio/HMDB0001445
m02523c,"""N-acetyl-D-glucosaminylphosphatidylinositol""",dcs:CellularCompartmentCytosol,C19H29NO18PR2,acgpail_hs,"""CHEBI:12194""",,C01288,MNXM999,HMDB0011669,,,bio/HMDB0011669
m02523r,"""N-acetyl-D-glucosaminylphosphatidylinositol""",dcs:CellularCompartmentEndoplasmicReticulum,C19H29NO18PR2,acgpail_hs,"""CHEBI:12194""",,C01288,MNXM999,HMDB0011669,,,bio/HMDB0011669
m02524c,"""N-acetyl-D-mannosamine""",dcs:CellularCompartmentCytosol,C8H15NO6,acmana,"""CHEBI:17122""",CHEMBL4297539,C00645,MNXM2403,HMDB0001129,439281,,bio/CHEMBL4297539
m02524r,"""N-acetyl-D-mannosamine""",dcs:CellularCompartmentEndoplasmicReticulum,C8H15NO6,acmana,"""CHEBI:17122""",CHEMBL4297539,C00645,MNXM2403,HMDB0001129,439281,,bio/CHEMBL4297539
m02524s,"""N-acetyl-D-mannosamine""",dcs:CellularCompartmentExtracellular,C8H15NO6,acmana,"""CHEBI:17122""",CHEMBL4297539,C00645,MNXM2403,HMDB0001129,439281,,bio/CHEMBL4297539
m02525c,"""N-acetylgalactosamine""",dcs:CellularCompartmentCytosol,C8H15NO6,acgal,"""CHEBI:28800""",,C01074,MNXM395,HMDB0000212,35717,,bio/HMDB0000212
m02525g,"""N-acetylgalactosamine""",dcs:CellularCompartmentGolgiApparatus,C8H15NO6,acgal,"""CHEBI:28800""",,C01074,MNXM395,HMDB0000212,35717,,bio/HMDB0000212
m02525l,"""N-acetylgalactosamine""",dcs:CellularCompartmentLysosome,C8H15NO6,acgal,"""CHEBI:28800""",,C01074,MNXM395,HMDB0000212,35717,,bio/HMDB0000212
m02526c,"""N-acetylgalactosamine-1-phosphate""",dcs:CellularCompartmentCytosol,C8H14NO9P,acgal1p,"""CHEBI:55404""",,,MNXM2401,HMDB0006480,22833661,,bio/HMDB0006480
m02527c,"""N-acetylglucosamine""",dcs:CellularCompartmentCytosol,C8H15NO6,acgam,"""CHEBI:506227""",CHEMBL240524,C00140,MNXM143,HMDB0000215,439174,,bio/CHEMBL240524
m02527l,"""N-acetylglucosamine""",dcs:CellularCompartmentLysosome,C8H15NO6,acgam,"""CHEBI:506227""",CHEMBL240524,C00140,MNXM143,HMDB0000215,439174,,bio/CHEMBL240524
m02527r,"""N-acetylglucosamine""",dcs:CellularCompartmentEndoplasmicReticulum,C8H15NO6,acgam,"""CHEBI:506227""",CHEMBL240524,C00140,MNXM143,HMDB0000215,439174,,bio/CHEMBL240524
m02527s,"""N-acetylglucosamine""",dcs:CellularCompartmentExtracellular,C8H15NO6,acgam,"""CHEBI:506227""",CHEMBL240524,C00140,MNXM143,HMDB0000215,439174,,bio/CHEMBL240524
m02528c,"""N-acetylglucosamine-1-phosphate""",dcs:CellularCompartmentCytosol,C8H14NO9P,acgam1p,"""CHEBI:7125""",,C04256,MNXM91871,HMDB0001367,440272,,bio/HMDB0001367
m02529c,"""N-acetylglucosamine-6-phosphate""",dcs:CellularCompartmentCytosol,C8H14NO9P,acgam6p,"""CHEBI:15784""",,C00357,MNXM63556,HMDB0002817,440996,,bio/HMDB0002817
m02530c,"""N-acetyl-L-alanine""",dcs:CellularCompartmentCytosol,C5H8NO3,,,,,MNXM19630,HMDB0000766,132213,,bio/HMDB0000766
m02530m,"""N-acetyl-L-alanine""",dcs:CellularCompartmentMitochondria,C5H8NO3,,,,,MNXM19630,HMDB0000766,132213,,bio/HMDB0000766
m02531c,"""N-acetyl-L-asparagine""",dcs:CellularCompartmentCytosol,C6H9N2O4,,,,,MNXM163469,HMDB0006028,99715,,bio/HMDB0006028
m02531m,"""N-acetyl-L-asparagine""",dcs:CellularCompartmentMitochondria,C6H9N2O4,,,,,MNXM163469,HMDB0006028,99715,,bio/HMDB0006028
m02532c,"""N-acetyl-L-aspartate""",dcs:CellularCompartmentCytosol,C6H7NO5,Nacasp,"""CHEBI:21547""",CHEMBL1162494,C01042,MNXM163864,HMDB0000812,65065,,bio/CHEMBL1162494
m02532m,"""N-acetyl-L-aspartate""",dcs:CellularCompartmentMitochondria,C6H7NO5,Nacasp,"""CHEBI:21547""",CHEMBL1162494,C01042,MNXM163864,HMDB0000812,65065,,bio/CHEMBL1162494
m02533m,"""N-acetyl-L-cystathionine""",dcs:CellularCompartmentMitochondria,C9H15N2O5S,,,,,MNXM168463,,,,bio/MNXM168463
m02534m,"""N-acetyl-L-cysteine""",dcs:CellularCompartmentMitochondria,C5H8NO3S,,,CHEMBL600,,MNXM98606,HMDB0001890,12035,,bio/CHEMBL600
m02535m,"""N-acetyl-L-glutamate 5-semialdehyde""",dcs:CellularCompartmentMitochondria,C7H10NO4,acg5sa,"""CHEBI:16319""",,C01250,MNXM1062,HMDB0006488,192878,,bio/HMDB0006488
m02536m,"""N-acetyl-L-glutamate""",dcs:CellularCompartmentMitochondria,C7H9NO5,acglu,"""CHEBI:12575""",CHEMBL1234751,C00624,MNXM730,HMDB0001138,185,,bio/CHEMBL1234751
m02537m,"""N-acetyl-L-glutamate-5-phosphate""",dcs:CellularCompartmentMitochondria,C7H9NO8P,acg5p,"""CHEBI:16878""",,C04133,MNXM1384,HMDB0006456,440236,,bio/HMDB0006456
m02538c,"""N-acetyl-LTE4""",dcs:CellularCompartmentCytosol,C25H37NO6S,,,,,MNXM63564,HMDB0005084,53477792,,bio/HMDB0005084
m02538n,"""N-acetyl-LTE4""",dcs:CellularCompartmentNucleus,C25H37NO6S,,,,,MNXM63564,HMDB0005084,53477792,,bio/HMDB0005084
m02539c,"""N-acetylmannosamine-6-phosphate""",dcs:CellularCompartmentCytosol,C8H14NO9P,acmanap,"""CHEBI:28273""",,C04257,MNXM4708,HMDB0001121,21918217,,bio/HMDB0001121
m02540c,"""N-acetylmethionine""",dcs:CellularCompartmentCytosol,C7H12NO3S,,"""CHEBI:165927""",CHEMBL45002,C02712,MNXM7576,HMDB0011745,6180,,bio/CHEMBL45002
m02540m,"""N-acetylmethionine""",dcs:CellularCompartmentMitochondria,C7H12NO3S,,"""CHEBI:165927""",CHEMBL45002,C02712,MNXM7576,HMDB0011745,6180,,bio/CHEMBL45002
m02541c,"""N-acetylmuramate""",dcs:CellularCompartmentCytosol,C11H18NO8,,"""CHEBI:21615""",,C02713,MNXM2263,HMDB0060493,,,bio/HMDB0060493
m02542c,"""N-acetylmuramoyl-ala""",dcs:CellularCompartmentCytosol,C14H23N2O9,,"""CHEBI:28920""",,C02999,MNXM163857,HMDB0060494,,,bio/HMDB0060494
m02543c,"""N-acetylneuraminate""",dcs:CellularCompartmentCytosol,C11H18NO9,acnam,"""CHEBI:45744""",CHEMBL165084,C19910,MNXM227,HMDB0000230,445063,,bio/CHEMBL165084
m02543l,"""N-acetylneuraminate""",dcs:CellularCompartmentLysosome,C11H18NO9,acnam,"""CHEBI:45744""",CHEMBL165084,C19910,MNXM227,HMDB0000230,445063,,bio/CHEMBL165084
m02543n,"""N-acetylneuraminate""",dcs:CellularCompartmentNucleus,C11H18NO9,acnam,"""CHEBI:45744""",CHEMBL165084,C19910,MNXM227,HMDB0000230,445063,,bio/CHEMBL165084
m02544c,"""N-acetylneuraminate-9-phosphate""",dcs:CellularCompartmentCytosol,C11H17NO12P,acnamp,"""CHEBI:27438""",,C06241,MNXM164499,HMDB0006268,440962,,bio/HMDB0006268
m02545c,"""N-acetyl-O-acetylneuraminate""",dcs:CellularCompartmentCytosol,C13H19NO10,,,,C03708,MNXM7565,HMDB0060492,,,bio/HMDB0060492
m02546c,"""N-acetylornithine""",dcs:CellularCompartmentCytosol,C7H14N2O3,acorn,"""CHEBI:16543""",,C00437,MNXM817,HMDB0003357,439232,,bio/HMDB0003357
m02547c,"""N-acetylputrescine""",dcs:CellularCompartmentCytosol,C6H15N2O,aprut,"""CHEBI:17768""",CHEMBL81241,C02714,MNXM1153,HMDB0002064,122356,,bio/CHEMBL81241
m02548c,"""N-acetyl-S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine""",dcs:CellularCompartmentCytosol,C11H13N3O5S,,,,,MNXM168488,,,,bio/MNXM168488
m02549c,"""N-acetyl-serotonin""",dcs:CellularCompartmentCytosol,C12H14N2O2,Nacsertn,"""CHEBI:17697""",CHEMBL33103,C00978,MNXM164995,HMDB0001238,903,,bio/CHEMBL33103
m02550c,"""N-acetyl-seryl-aspartate""",dcs:CellularCompartmentCytosol,C9H12N2O7,,,,,MNXM42,,,,bio/MNXM42
m02551c,"""N-acetyl-seryl-aspartyl-lysyl-proline""",dcs:CellularCompartmentCytosol,C20H32N5O9,,,,,MNXM163855,,14181658,,bio/MNXM163855
m02552c,"""NAD+""",dcs:CellularCompartmentCytosol,C21H26N7O14P2,nad,"""CHEBI:15846""",CHEMBL3039307,C00003,MNXM8,HMDB0000902,5893,,bio/CHEMBL3039307
m02552m,"""NAD+""",dcs:CellularCompartmentMitochondria,C21H26N7O14P2,nad,"""CHEBI:15846""",CHEMBL3039307,C00003,MNXM8,HMDB0000902,5893,,bio/CHEMBL3039307
m02552n,"""NAD+""",dcs:CellularCompartmentNucleus,C21H26N7O14P2,nad,"""CHEBI:15846""",CHEMBL3039307,C00003,MNXM8,HMDB0000902,5893,,bio/CHEMBL3039307
m02552p,"""NAD+""",dcs:CellularCompartmentPeroxisome,C21H26N7O14P2,nad,"""CHEBI:15846""",CHEMBL3039307,C00003,MNXM8,HMDB0000902,5893,,bio/CHEMBL3039307
