reactionID,metabolic_compartment_dcid
bio/AM1C9CSteb,bio/m02751c
bio/AM1CCSteb,bio/m02751c
bio/AM1CGLCteb,bio/m02751c
bio/AM4NC9CSteb,bio/m02751c
bio/AM4NCSteb,bio/m02751c
bio/AM9CSAteb,bio/m02751c
bio/ATVACIDtu,bio/m02751c
bio/ATVLACtu,bio/m02751c
bio/Am1CSAteb,bio/m02751c
bio/CRGLZABCt,bio/m02751c
bio/CRVSATPthc,bio/m02751c
bio/CRVSATPtu,bio/m02751c
bio/CRVSM1teb,bio/m02751c
bio/CRVSM23teb,bio/m02751c
bio/CRVSM24teb,bio/m02751c
bio/CSASULPteb,bio/m02751c
bio/CSAtu,bio/m02751c
bio/CYSAMPtev,bio/m02751c
bio/DESFVSteb,bio/m02751c
bio/DHGLZABCt,bio/m02751c
bio/DSPVSteb,bio/m02751c
bio/EPOXTACteb,bio/m02751c
bio/FVSteb,bio/m02751c
bio/GLC3MEACPtev,bio/m02751c
bio/GLZABCteb,bio/m02751c
bio/GTACMPtev,bio/m02751c
bio/IBUPGLUCtpvb,bio/m02751c
bio/IBUP_Stbc,bio/m02751c
bio/ISOLVSTtbc,bio/m02751c
bio/LSTNtu,bio/m02751c
bio/LVSTACIDtu,bio/m02751c
bio/LVSTPGPtu,bio/m02751c
bio/MDZtu,bio/m02751c
bio/MERACMPtep,bio/m02751c
bio/MERACMPthc,bio/m02751c
bio/MHGLZABCt,bio/m02751c
bio/NDERSVteb,bio/m02751c
bio/PTVSTATPtu,bio/m02751c
bio/PTVSTM3eb,bio/m02751c
bio/PVSATPtu,bio/m02751c
bio/PVSGLUCteb,bio/m02751c
bio/RSVATPtu,bio/m02751c
bio/RSVLACteb,bio/m02751c
bio/S3MEACMPtev,bio/m02751c
bio/SMVACIDATPteb,bio/m02751c
bio/SMVtu,bio/m02751c
bio/STACMPtev,bio/m02751c
bio/SULPACMPtev,bio/m02751c
bio/TACRtu,bio/m02751c
bio/TRIPVSteb,bio/m02751c
bio/TSACGLUCtev,bio/m02751c
bio/TSACMSULtev,bio/m02751c
bio/biomass_human,bio/m02751c
bio/HMR_10067,bio/m02751c
bio/HMR_10068,bio/m02751c
bio/HMR_10073,bio/m02751c
bio/HMR_10075,bio/m02751c
bio/HMR_10079,bio/m02751c
bio/HMR_10082,bio/m02751c
bio/HMR_10100,bio/m02751c
bio/HMR_10101,bio/m02751c
bio/HMR_10102,bio/m02751c
bio/HMR_10103,bio/m02751c
bio/HMR_10104,bio/m02751c
bio/HMR_10109,bio/m02751c
bio/HMR_10110,bio/m02751c
bio/HMR_10115,bio/m02751c
bio/HMR_10117,bio/m02751c
bio/HMR_10125,bio/m02751c
bio/HMR_10126,bio/m02751c
bio/HMR_4371,bio/m00569c
bio/HMR_4373,bio/m01939c
bio/HMR_4391,bio/m01939c
bio/HMR_0454,bio/m01939c
bio/HMR_4398,bio/m01939c
bio/HMR_4404,bio/m01939c
bio/HMR_4501,bio/m01939c
bio/HMR_4377,bio/m01845c
bio/HMR_7749,bio/m01845c
bio/HMR_4319,bio/m01845c
bio/HMR_4706,bio/m01845c
bio/HMR_4404,bio/m01845c
bio/HMR_4565,bio/m01845c
bio/HMR_4488,bio/m01845c
bio/HMR_4489,bio/m01845c
bio/HMR_4299,bio/m01845c
bio/HMR_4381,bio/m01968c
bio/HMR_4394,bio/m01968c
bio/HMR_4396,bio/m01968c
bio/HMR_7748,bio/m01968c
bio/HMR_4306,bio/m01968c
bio/HMR_4486,bio/m01968c
bio/HMR_4487,bio/m01968c
bio/HMR_4308,bio/m01968c
bio/HMR_4521,bio/m01965r
bio/HMR_7286,bio/m01965r
bio/HMR_7287,bio/m01965r
bio/HMR_7290,bio/m01965r
bio/HMR_8692,bio/m01965r
bio/HMR_5027,bio/m01965r
bio/HMR_4521,bio/m02751r
bio/HMR_4059,bio/m02751r
bio/HMR_7261,bio/m02751r
bio/HMR_8691,bio/m02751r
bio/HMR_3975,bio/m02751r
bio/HMR_8233,bio/m02751r
bio/HMR_8235,bio/m02751r
bio/HMR_1592,bio/m02751r
bio/HMR_1702,bio/m02751r
bio/HMR_1895,bio/m02751r
bio/HMR_1897,bio/m02751r
bio/HMR_6585,bio/m02751r
bio/HMR_1910,bio/m02751r
bio/HMR_5342,bio/m02751r
bio/HMR_6387,bio/m02751r
bio/HMR_8651,bio/m02751r
bio/r0924,bio/m02751r
bio/r1012,bio/m02751r
bio/r1014,bio/m02751r
bio/r1024,bio/m02751r
bio/RE2051R,bio/m02751r
bio/RE3268R,bio/m02751r
bio/LEUKTRB4WOHtr,bio/m02751r
bio/WHARACHDtr,bio/m02751r
bio/CE7081tr,bio/m02751r
bio/12HARACHDtr,bio/m02751r
bio/18HARACHDtr,bio/m02751r
bio/HMR_6410,bio/m02869m
bio/HMR_6412,bio/m01701m
bio/HMR_6409,bio/m01701m
bio/HMR_8434,bio/m01701m
bio/HMR_6415,bio/m01701m
bio/HMR_6417,bio/m01701m
bio/HMR_6420,bio/m01701m
bio/HMR_6422,bio/m01701m
bio/HMR_6414,bio/m01701m
bio/HMR_6408,bio/m01701m
bio/HMR_7745,bio/m01965c
bio/HMR_5400,bio/m01965c
bio/HMR_8591,bio/m01965c
bio/HMR_8587,bio/m01965c
bio/HMR_4316,bio/m01965c
bio/HMR_0762,bio/m01965c
bio/HMR_9464,bio/m01965c
bio/HMR_9555,bio/m01965c
bio/HMR_5450,bio/m01965c
bio/HMR_8884,bio/m01965c
bio/HMR_8885,bio/m01965c
bio/GLCt2_2,bio/m01965c
bio/GLDBRAN,bio/m01965c
bio/TREH,bio/m01965c
bio/RE1342C,bio/m01965c
bio/GLCSGLT1le,bio/m01965c
bio/HMR_7746,bio/m01389c
bio/HMR_7747,bio/m01389c
bio/HMR_8360,bio/m01249p
bio/HMR_8359,bio/m01249p
bio/HMR_8360,bio/m02040p
bio/HMR_8018,bio/m02040p
bio/HMR_2578,bio/m02040p
bio/HMR_0996,bio/m02040p
bio/HMR_0999,bio/m02040p
bio/HMR_1287,bio/m02040p
bio/HMR_1295,bio/m02040p
bio/HMR_1638,bio/m02040p
bio/HMR_3984,bio/m02040p
bio/HMR_4890,bio/m02040p
bio/AMACR2p,bio/m02040p
bio/DESAT22_1p,bio/m02040p
bio/DESAT22_2p,bio/m02040p
bio/HSD17B42x,bio/m02040p
bio/HSD17B4x,bio/m02040p
bio/RE1836X,bio/m02040p
bio/RE3095X,bio/m02040p
bio/HMR_8652,bio/m01596r
bio/HMR_4473,bio/m01596r
bio/HMR_4124,bio/m01596r
bio/HMR_4917,bio/m01596r
bio/C3STDH1Pr,bio/m01596r
bio/C3STDH1r,bio/m01596r
bio/C4STMO2Pr,bio/m01596r
bio/C4STMO2r,bio/m01596r
bio/PROAKGOX1r,bio/m01596r
bio/r1146,bio/m01596r
bio/r1466,bio/m01596r
bio/RE0580R,bio/m01596r
bio/RE3103R,bio/m01596r
bio/RE3110R,bio/m01596r
bio/RE3120R,bio/m01596r
bio/RE3124R,bio/m01596r
bio/RE3148R,bio/m01596r
bio/RE3151R,bio/m01596r
bio/RE3161R,bio/m01596r
bio/RE3165R,bio/m01596r
bio/RE3170R,bio/m01596r
bio/RE3174R,bio/m01596r
bio/RE3224R,bio/m01596r
bio/RE3225R,bio/m01596r
bio/RE3226R,bio/m01596r
bio/RE3241R,bio/m01596r
bio/HMR_8652,bio/m01968r
bio/HMR_8653,bio/m01968r
bio/HMR_4856,bio/m01968r
bio/HMR_6386,bio/m01968r
bio/HMR_8652,bio/m02578r
bio/HMR_8757,bio/m02554c
bio/HMR_8766,bio/m02554c
bio/HMR_8768,bio/m02554c
bio/HMR_4590,bio/m02554c
bio/HMR_4592,bio/m02554c
bio/HMR_8341,bio/m02554c
bio/HMR_6537,bio/m02554c
bio/HMR_3855,bio/m02554c
bio/HMR_8497,bio/m02554c
bio/HMR_8498,bio/m02554c
bio/HMR_8499,bio/m02554c
bio/HMR_8500,bio/m02554c
bio/HMR_8501,bio/m02554c
bio/HMR_8509,bio/m02554c
bio/HMR_4306,bio/m02554c
bio/HMR_4419,bio/m02554c
bio/HMR_3931,bio/m02554c
bio/HMR_4472,bio/m02554c
bio/HMR_4118,bio/m02554c
bio/HMR_3833,bio/m02554c
bio/HMR_3993,bio/m02554c
bio/HMR_4190,bio/m02554c
bio/HMR_4700,bio/m02554c
bio/HMR_7702,bio/m02554c
bio/HMR_8566,bio/m02554c
bio/HMR_4686,bio/m02554c
bio/HMR_4702,bio/m02554c
bio/HMR_7701,bio/m02554c
bio/HMR_4235,bio/m02554c
bio/HMR_6817,bio/m02554c
bio/HMR_6848,bio/m02554c
bio/HMR_6885,bio/m02554c
bio/HMR_3995,bio/m02554c
bio/HMR_8062,bio/m02554c
bio/HMR_7130,bio/m02554c
bio/HMR_7131,bio/m02554c
bio/HMR_7138,bio/m02554c
bio/HMR_8675,bio/m02554c
bio/HMR_7260,bio/m02554c
bio/HMR_4188,bio/m02554c
bio/HMR_4465,bio/m02554c
bio/HMR_4585,bio/m02554c
bio/HMR_2153,bio/m02554c
bio/HMR_2155,bio/m02554c
bio/HMR_2157,bio/m02554c
bio/HMR_2159,bio/m02554c
bio/HMR_2161,bio/m02554c
bio/HMR_2163,bio/m02554c
bio/HMR_2165,bio/m02554c
bio/HMR_2167,bio/m02554c
bio/HMR_2169,bio/m02554c
bio/HMR_2171,bio/m02554c
bio/HMR_2174,bio/m02554c
bio/HMR_2176,bio/m02554c
bio/HMR_2179,bio/m02554c
bio/HMR_2181,bio/m02554c
bio/HMR_2229,bio/m02554c
bio/HMR_2231,bio/m02554c
bio/HMR_2233,bio/m02554c
bio/HMR_2235,bio/m02554c
bio/HMR_2237,bio/m02554c
bio/HMR_2239,bio/m02554c
bio/HMR_2241,bio/m02554c
bio/HMR_2243,bio/m02554c
bio/HMR_2245,bio/m02554c
bio/HMR_2247,bio/m02554c
bio/HMR_2250,bio/m02554c
bio/HMR_2252,bio/m02554c
bio/HMR_2255,bio/m02554c
bio/HMR_2257,bio/m02554c
bio/HMR_2307,bio/m02554c
bio/HMR_2311,bio/m02554c
bio/HMR_2317,bio/m02554c
bio/HMR_2321,bio/m02554c
bio/HMR_2326,bio/m02554c
bio/HMR_2330,bio/m02554c
bio/HMR_2334,bio/m02554c
bio/HMR_2338,bio/m02554c
bio/HMR_2343,bio/m02554c
bio/HMR_2345,bio/m02554c
bio/HMR_2348,bio/m02554c
bio/HMR_2350,bio/m02554c
bio/HMR_2354,bio/m02554c
bio/HMR_2356,bio/m02554c
bio/HMR_2362,bio/m02554c
bio/HMR_2364,bio/m02554c
bio/HMR_2191,bio/m02554c
bio/HMR_2194,bio/m02554c
bio/HMR_2202,bio/m02554c
bio/HMR_2204,bio/m02554c
bio/HMR_2208,bio/m02554c
bio/HMR_2210,bio/m02554c
bio/HMR_2212,bio/m02554c
bio/HMR_2214,bio/m02554c
bio/HMR_2217,bio/m02554c
bio/HMR_2219,bio/m02554c
bio/HMR_2260,bio/m02554c
bio/HMR_2262,bio/m02554c
bio/HMR_2264,bio/m02554c
bio/HMR_2266,bio/m02554c
bio/HMR_2268,bio/m02554c
bio/HMR_2270,bio/m02554c
bio/HMR_2281,bio/m02554c
bio/HMR_2282,bio/m02554c
bio/HMR_2284,bio/m02554c
bio/HMR_2286,bio/m02554c
bio/HMR_2287,bio/m02554c
bio/HMR_2292,bio/m02554c
bio/HMR_2293,bio/m02554c
bio/HMR_2294,bio/m02554c
bio/HMR_2295,bio/m02554c
bio/HMR_2296,bio/m02554c
bio/HMR_2359,bio/m02554c
bio/HMR_2365,bio/m02554c
bio/HMR_2288,bio/m02554c
bio/HMR_2289,bio/m02554c
bio/HMR_2438,bio/m02554c
bio/HMR_2441,bio/m02554c
bio/HMR_2455,bio/m02554c
bio/HMR_2457,bio/m02554c
bio/HMR_6400,bio/m02554c
bio/HMR_6403,bio/m02554c
bio/HMR_2472,bio/m02554c
bio/HMR_2478,bio/m02554c
bio/HMR_2482,bio/m02554c
bio/HMR_2484,bio/m02554c
bio/HMR_2489,bio/m02554c
bio/HMR_2493,bio/m02554c
bio/HMR_2495,bio/m02554c
bio/HMR_2499,bio/m02554c
bio/HMR_2503,bio/m02554c
bio/HMR_2516,bio/m02554c
bio/HMR_2520,bio/m02554c
bio/HMR_2524,bio/m02554c
bio/HMR_2528,bio/m02554c
bio/HMR_2533,bio/m02554c
bio/HMR_2537,bio/m02554c
bio/HMR_2541,bio/m02554c
bio/HMR_2543,bio/m02554c
bio/HMR_2553,bio/m02554c
bio/HMR_2581,bio/m02554c
bio/HMR_2368,bio/m02554c
bio/HMR_2374,bio/m02554c
bio/HMR_2378,bio/m02554c
bio/HMR_2380,bio/m02554c
bio/HMR_2387,bio/m02554c
bio/HMR_2391,bio/m02554c
bio/HMR_2393,bio/m02554c
bio/HMR_2397,bio/m02554c
bio/HMR_2401,bio/m02554c
bio/HMR_2403,bio/m02554c
bio/HMR_2417,bio/m02554c
bio/HMR_2421,bio/m02554c
bio/HMR_2426,bio/m02554c
bio/HMR_2430,bio/m02554c
bio/HMR_2434,bio/m02554c
bio/HMR_2436,bio/m02554c
bio/HMR_0931,bio/m02554c
bio/HMR_0932,bio/m02554c
bio/HMR_0933,bio/m02554c
bio/HMR_0934,bio/m02554c
bio/HMR_0935,bio/m02554c
bio/HMR_0936,bio/m02554c
bio/HMR_0937,bio/m02554c
bio/HMR_0938,bio/m02554c
bio/HMR_0939,bio/m02554c
bio/HMR_0940,bio/m02554c
bio/HMR_0941,bio/m02554c
bio/HMR_0942,bio/m02554c
bio/HMR_0946,bio/m02554c
bio/HMR_0950,bio/m02554c
bio/HMR_0954,bio/m02554c
bio/HMR_0969,bio/m02554c
bio/HMR_0981,bio/m02554c
bio/HMR_0995,bio/m02554c
bio/HMR_1059,bio/m02554c
bio/HMR_1071,bio/m02554c
bio/HMR_1099,bio/m02554c
bio/HMR_1107,bio/m02554c
bio/HMR_1109,bio/m02554c
bio/HMR_1111,bio/m02554c
bio/HMR_1126,bio/m02554c
bio/HMR_1137,bio/m02554c
bio/HMR_1139,bio/m02554c
bio/HMR_1146,bio/m02554c
bio/HMR_1149,bio/m02554c
bio/HMR_1153,bio/m02554c
bio/HMR_1190,bio/m02554c
bio/HMR_1193,bio/m02554c
bio/HMR_1231,bio/m02554c
bio/HMR_1234,bio/m02554c
bio/HMR_1236,bio/m02554c
bio/HMR_1238,bio/m02554c
bio/HMR_8546,bio/m02554c
bio/HMR_8557,bio/m02554c
bio/HMR_1931,bio/m02554c
bio/HMR_1933,bio/m02554c
bio/HMR_1940,bio/m02554c
bio/HMR_1943,bio/m02554c
bio/HMR_1948,bio/m02554c
bio/HMR_1989,bio/m02554c
bio/HMR_1992,bio/m02554c
bio/HMR_1993,bio/m02554c
bio/HMR_2007,bio/m02554c
bio/HMR_7976,bio/m02554c
bio/HMR_1944,bio/m02554c
bio/HMR_1958,bio/m02554c
bio/HMR_1959,bio/m02554c
bio/HMR_1973,bio/m02554c
bio/HMR_1976,bio/m02554c
bio/HMR_1978,bio/m02554c
bio/HMR_2014,bio/m02554c
bio/HMR_2018,bio/m02554c
bio/HMR_1440,bio/m02554c
bio/HMR_1467,bio/m02554c
bio/HMR_1470,bio/m02554c
bio/HMR_1477,bio/m02554c
bio/HMR_1478,bio/m02554c
bio/HMR_1479,bio/m02554c
bio/HMR_1484,bio/m02554c
bio/HMR_1490,bio/m02554c
bio/HMR_1493,bio/m02554c
bio/HMR_1494,bio/m02554c
bio/HMR_1502,bio/m02554c
bio/HMR_1503,bio/m02554c
bio/HMR_1504,bio/m02554c
bio/HMR_1509,bio/m02554c
bio/HMR_1516,bio/m02554c
bio/HMR_1519,bio/m02554c
bio/HMR_1526,bio/m02554c
bio/HMR_1533,bio/m02554c
bio/HMR_1558,bio/m02554c
bio/HMR_1565,bio/m02554c
bio/HMR_1535,bio/m02554c
bio/HMR_1536,bio/m02554c
bio/HMR_1538,bio/m02554c
bio/HMR_1539,bio/m02554c
bio/HMR_1540,bio/m02554c
bio/HMR_1543,bio/m02554c
bio/HMR_1544,bio/m02554c
bio/HMR_1545,bio/m02554c
bio/HMR_1547,bio/m02554c
bio/HMR_1548,bio/m02554c
bio/HMR_1549,bio/m02554c
bio/HMR_1550,bio/m02554c
bio/HMR_1552,bio/m02554c
bio/HMR_1570,bio/m02554c
bio/HMR_2031,bio/m02554c
bio/HMR_2034,bio/m02554c
bio/HMR_2036,bio/m02554c
bio/HMR_2042,bio/m02554c
bio/HMR_2046,bio/m02554c
bio/HMR_2049,bio/m02554c
bio/HMR_2053,bio/m02554c
bio/HMR_2055,bio/m02554c
bio/HMR_0715,bio/m02554c
bio/HMR_0741,bio/m02554c
bio/HMR_0754,bio/m02554c
bio/HMR_0781,bio/m02554c
bio/HMR_0453,bio/m02554c
bio/HMR_0478,bio/m02554c
bio/HMR_7597,bio/m02554c
bio/HMR_7601,bio/m02554c
bio/HMR_1981,bio/m02554c
bio/HMR_1985,bio/m02554c
bio/HMR_1988,bio/m02554c
bio/HMR_1999,bio/m02554c
bio/HMR_1329,bio/m02554c
bio/HMR_1336,bio/m02554c
bio/HMR_1344,bio/m02554c
bio/HMR_1382,bio/m02554c
bio/HMR_1387,bio/m02554c
bio/HMR_0708,bio/m02554c
bio/HMR_1595,bio/m02554c
bio/HMR_1599,bio/m02554c
bio/HMR_1604,bio/m02554c
bio/HMR_1673,bio/m02554c
bio/HMR_1676,bio/m02554c
bio/HMR_1681,bio/m02554c
bio/HMR_1735,bio/m02554c
bio/HMR_1737,bio/m02554c
bio/HMR_1739,bio/m02554c
bio/HMR_1740,bio/m02554c
bio/HMR_1741,bio/m02554c
bio/HMR_1742,bio/m02554c
bio/HMR_1743,bio/m02554c
bio/HMR_1765,bio/m02554c
bio/HMR_1767,bio/m02554c
bio/HMR_1768,bio/m02554c
bio/HMR_1769,bio/m02554c
bio/HMR_1770,bio/m02554c
bio/HMR_1771,bio/m02554c
bio/HMR_1786,bio/m02554c
bio/HMR_1797,bio/m02554c
bio/HMR_1804,bio/m02554c
bio/HMR_1838,bio/m02554c
bio/HMR_1839,bio/m02554c
bio/HMR_4269,bio/m02554c
bio/HMR_4333,bio/m02554c
bio/HMR_4442,bio/m02554c
bio/HMR_4446,bio/m02554c
bio/HMR_4655,bio/m02554c
bio/HMR_7146,bio/m02554c
bio/HMR_4165,bio/m02554c
bio/HMR_4166,bio/m02554c
bio/HMR_4167,bio/m02554c
bio/HMR_4523,bio/m02554c
bio/HMR_6396,bio/m02554c
bio/HMR_8348,bio/m02554c
bio/HMR_8634,bio/m02554c
bio/HMR_6634,bio/m02554c
bio/HMR_6641,bio/m02554c
bio/HMR_6648,bio/m02554c
bio/HMR_6653,bio/m02554c
bio/HMR_6655,bio/m02554c
bio/HMR_6657,bio/m02554c
bio/HMR_6664,bio/m02554c
bio/HMR_6670,bio/m02554c
bio/HMR_6677,bio/m02554c
bio/HMR_6681,bio/m02554c
bio/HMR_6683,bio/m02554c
bio/HMR_6687,bio/m02554c
bio/HMR_6700,bio/m02554c
bio/HMR_6702,bio/m02554c
bio/HMR_8698,bio/m02554c
bio/HMR_8700,bio/m02554c
bio/HMR_8709,bio/m02554c
bio/HMR_6511,bio/m02554c
bio/HMR_4561,bio/m02554c
bio/HMR_2115,bio/m02554c
bio/HMR_2118,bio/m02554c
bio/HMR_2129,bio/m02554c
bio/HMR_2137,bio/m02554c
bio/HMR_2142,bio/m02554c
bio/HMR_2144,bio/m02554c
bio/HMR_6426,bio/m02554c
bio/HMR_6428,bio/m02554c
bio/HMR_6441,bio/m02554c
bio/HMR_6443,bio/m02554c
bio/HMR_6464,bio/m02554c
bio/HMR_6466,bio/m02554c
bio/HMR_6476,bio/m02554c
bio/HMR_6478,bio/m02554c
bio/HMR_6992,bio/m02554c
bio/HMR_6993,bio/m02554c
bio/HMR_6994,bio/m02554c
bio/HMR_6999,bio/m02554c
bio/HMR_7000,bio/m02554c
bio/HMR_7001,bio/m02554c
bio/HMR_7002,bio/m02554c
bio/HMR_7007,bio/m02554c
bio/HMR_7009,bio/m02554c
bio/HMR_7012,bio/m02554c
bio/HMR_7017,bio/m02554c
bio/HMR_7018,bio/m02554c
bio/HMR_7019,bio/m02554c
bio/HMR_7020,bio/m02554c
bio/HMR_7021,bio/m02554c
bio/HMR_7030,bio/m02554c
bio/HMR_7032,bio/m02554c
bio/HMR_7033,bio/m02554c
bio/HMR_7036,bio/m02554c
bio/HMR_7037,bio/m02554c
bio/HMR_7040,bio/m02554c
bio/HMR_7044,bio/m02554c
bio/HMR_7048,bio/m02554c
bio/HMR_7052,bio/m02554c
bio/HMR_7053,bio/m02554c
bio/HMR_7054,bio/m02554c
bio/HMR_7056,bio/m02554c
bio/HMR_7059,bio/m02554c
bio/HMR_7060,bio/m02554c
bio/HMR_7061,bio/m02554c
bio/HMR_7062,bio/m02554c
bio/HMR_7063,bio/m02554c
bio/HMR_7064,bio/m02554c
bio/HMR_7067,bio/m02554c
bio/HMR_7070,bio/m02554c
bio/HMR_7072,bio/m02554c
bio/HMR_7074,bio/m02554c
bio/HMR_7076,bio/m02554c
bio/HMR_7078,bio/m02554c
bio/HMR_7082,bio/m02554c
bio/HMR_7088,bio/m02554c
bio/HMR_7091,bio/m02554c
bio/HMR_7096,bio/m02554c
bio/HMR_7099,bio/m02554c
bio/HMR_8032,bio/m02554c
bio/HMR_8034,bio/m02554c
bio/HMR_8036,bio/m02554c
bio/HMR_8037,bio/m02554c
bio/HMR_8038,bio/m02554c
bio/HMR_8040,bio/m02554c
bio/HMR_8043,bio/m02554c
bio/HMR_8046,bio/m02554c
bio/HMR_8049,bio/m02554c
bio/HMR_8052,bio/m02554c
bio/HMR_8055,bio/m02554c
bio/HMR_8596,bio/m02554c
bio/HMR_8598,bio/m02554c
bio/HMR_8601,bio/m02554c
bio/HMR_9514,bio/m02554c
bio/HMR_9550,bio/m02554c
bio/HMR_7777,bio/m02554c
bio/HMR_2585,bio/m02554c
bio/HMR_7778,bio/m02554c
bio/FAEL183,bio/m02554c
bio/FAEL184,bio/m02554c
bio/FAEL204,bio/m02554c
bio/FAEL205,bio/m02554c
bio/FAS100COA,bio/m02554c
bio/FAS120COA,bio/m02554c
bio/FAS140COA,bio/m02554c
bio/FAS160COA,bio/m02554c
bio/FAS180COA,bio/m02554c
bio/FAS80COA_L,bio/m02554c
bio/HOXG,bio/m02554c
bio/KAS8,bio/m02554c
bio/LNS14DM,bio/m02554c
bio/TRDR2,bio/m02554c
bio/r0145,bio/m02554c
bio/r1314,bio/m02554c
bio/r1316,bio/m02554c
bio/RE1806C,bio/m02554c
bio/RE1809C,bio/m02554c
bio/RE1811C,bio/m02554c
bio/RE1812C,bio/m02554c
bio/RE1826C,bio/m02554c
bio/RE1828C,bio/m02554c
bio/RE1905C,bio/m02554c
bio/RE1906C,bio/m02554c
bio/RE2474C,bio/m02554c
bio/RE2632C,bio/m02554c
bio/RE2911C,bio/m02554c
bio/RE2977C,bio/m02554c
bio/RE3134C,bio/m02554c
bio/RE3144C,bio/m02554c
bio/RE3147C,bio/m02554c
bio/RE3150C,bio/m02554c
bio/RE3242C,bio/m02554c
bio/RE3244C,bio/m02554c
bio/RE3251C,bio/m02554c
bio/RE3434C,bio/m02554c
bio/RE3514C,bio/m02554c
bio/RE3627C,bio/m02554c
bio/RN0020C,bio/m02554c
bio/RN0027C,bio/m02554c
bio/RN0029C,bio/m02554c
bio/RN0030C,bio/m02554c
bio/RN0032C,bio/m02554c
bio/AND19ONEc,bio/m02554c
bio/21HPRGNLONE,bio/m02554c
bio/3HPPPNOHc,bio/m02554c
bio/7KLITCHOLc,bio/m02554c
bio/HC02194c,bio/m02554c
bio/TYMc,bio/m02554c
bio/DOPAc,bio/m02554c
bio/FAS180,bio/m02554c
bio/3MGLUTRc,bio/m02554c
bio/5OHHEXAc,bio/m02554c
bio/7OHOCTAc,bio/m02554c
bio/34DHPEAR,bio/m02554c
bio/NADPQNOXR,bio/m02554c
bio/DES21,bio/m02554c
bio/3DHCAS,bio/m02554c
bio/3DHCDCAS,bio/m02554c
bio/3DHDCAS,bio/m02554c
bio/3DHLCAS,bio/m02554c
bio/CDCA6AH,bio/m02554c
bio/TCDCA6AH,bio/m02554c
bio/HMR_3989,bio/m01965s
bio/HMR_4837,bio/m01965s
bio/HMR_8569,bio/m01965s
bio/HMR_8571,bio/m01965s
bio/HMR_8573,bio/m01965s
bio/HMR_8575,bio/m01965s
bio/HMR_8577,bio/m01965s
bio/HMR_8579,bio/m01965s
bio/HMR_8581,bio/m01965s
bio/HMR_8583,bio/m01965s
bio/HMR_8584,bio/m01965s
bio/HMR_4303,bio/m01965s
bio/HMR_4415,bio/m01965s
bio/HMR_9465,bio/m01965s
bio/HMR_5029,bio/m01965s
bio/AMY2e,bio/m01965s
bio/GLCMter,bio/m01965s
bio/O16G1e,bio/m01965s
bio/GBA2e,bio/m01965s
bio/HMR_4122,bio/m03109c
bio/HMR_6798,bio/m03109c
bio/HMR_6800,bio/m03109c
bio/HMR_6836,bio/m03109c
bio/HMR_6842,bio/m03109c
bio/HMR_2463,bio/m03109c
bio/UDPGLCURtr,bio/m03109c
bio/HMR_5395,bio/m01995c
bio/HMR_5396,bio/m01990c
bio/HMR_9727,bio/m03161c
bio/HMR_5397,bio/m01992c
bio/HMR_5398,bio/m01967c
bio/HMR_5401,bio/m01967c
bio/HMR_4132,bio/m01967c
bio/HMR_4127,bio/m01967c
bio/HMR_8443,bio/m01967c
bio/HMR_5398,bio/m01991c
bio/HMR_5399,bio/m01994c
bio/HMR_5400,bio/m01993c
bio/GLDBRAN,bio/m01993c
bio/HMR_5401,bio/m01996c
bio/HMR_5172,bio/m01996c
bio/HMR_8568,bio/m01840c
bio/HMR_8570,bio/m01840c
bio/HMR_8572,bio/m01840c
bio/HMR_8574,bio/m01840c
bio/HMR_8576,bio/m01840c
bio/HMR_8578,bio/m01840c
bio/HMR_8580,bio/m01840c
bio/HMR_8582,bio/m01840c
bio/HMR_4315,bio/m01840c
bio/HMR_8872,bio/m01840c
bio/HMR_8568,bio/m02448c
bio/HMR_8569,bio/m02448s
bio/HMR_8570,bio/m02446c
bio/HMR_8571,bio/m02446s
bio/HMR_8572,bio/m02447c
bio/HMR_8573,bio/m02447s
bio/HMR_8574,bio/m02449c
bio/HMR_8575,bio/m02449s
bio/HMR_8576,bio/m02451c
bio/HMR_8577,bio/m02451s
bio/HMR_8578,bio/m02452c
bio/HMR_8579,bio/m02452s
bio/HMR_8581,bio/m02450s
bio/HMR_8584,bio/m02450s
bio/HMR_8586,bio/m02450s
bio/HMR_8591,bio/m02450c
bio/HMR_8580,bio/m02450c
bio/HMR_8592,bio/m01965l
bio/HMR_8589,bio/m01965l
bio/HMR_8764,bio/m01965l
bio/HMR_0787,bio/m01965l
bio/HMR_0793,bio/m01965l
bio/HMR_8592,bio/m02450l
bio/HMR_8588,bio/m02450l
bio/HMR_8583,bio/m02937s
bio/HMR_8585,bio/m01966c
bio/HMR_3944,bio/m03108c
bio/HMR_4128,bio/m03108c
bio/HMR_4131,bio/m03108c
bio/HMR_4130,bio/m01322c
bio/HMR_4131,bio/m01322c
bio/HMR_4132,bio/m03107c
bio/HMR_8767,bio/m03107c
bio/HMR_4303,bio/m01840s
bio/HMR_4321,bio/m01840s
bio/HMR_4414,bio/m01911c
bio/HMR_4415,bio/m01910s
bio/HMR_4416,bio/m01910s
bio/HMR_4858,bio/m01910s
bio/r1411,bio/m01910s
bio/BGAL1e,bio/m01910s
bio/HMR_4416,bio/m01983s
bio/HMR_0444,bio/m01983s
bio/HMR_4774,bio/m01623c
bio/HMR_4193,bio/m01623c
bio/HMR_4032,bio/m01623c
bio/HMR_4194,bio/m01623c
